geneA_genesym	geneB_genesym
CHERP	SNRPE
CCDC12	SNRPE
DGCR14	SNRPE
SNRPE	ZGPAT
SNRNP40	SNRPE
ISY1	SNRPE
CCDC84	SNRPE
SNRPE	U2SURP
LSM11	SNRPE
SF3A2	SNRPE
RNPC3	SNRPE
CCDC75	SNRPE
SNRNP27	SNRPE
SNRPA1	SNRPE
RBM5	SNRPE
RBM42	SNRPE
SNRPE	SYF2
SNRNP70	SNRPE
SNRPE	ZRSR2
PPIE	SNRPE
EAPP	SNRPE
SNRPD3	SNRPE
SF3B14	SNRPE
PRKRIP1	SNRPE
SMN2	SNRPE
IK	SNRPE
SNRPE	SNRPF
SF3B4	SNRPE
SNRPD1	SNRPE
CD2BP2	SNRPE
SNRPE	SNRPN
SNRPB	SNRPE
RBM22	SNRPE
SIP1	SNRPE
SNRPE	TSSC4
SNRPE	ZMAT5
SF3B5	SNRPE
PDCD7	SNRPE
SNRPC	SNRPF
LSM2	SNRPF
SNRNP70	SNRPF
PDCD7	SNRPF
PRPF3	SNRPF
SF3B1	SNRPF
SNRNP40	SNRPF
SNRPF	TOE1
PRPF6	SNRPF
DDX20	SNRPF
SNRNP200	SNRPF
PRPF8	SNRPF
SNRPF	TFIP11
SNRPF	TUT1
CWF19L2	SNRPF
HTATSF1	SNRPF
EFTUD2	SNRPF
PRPF4	SNRPF
RSRC1	SNRPF
SNRNP35	SNRPF
LOC100130932	SNRPF
SNRPF	XAB2
GPATCH1	SNRPF
FTSJD1	SNRPF
DHX35	SNRPF
GEMIN4	SNRPF
GCFC1	SNRPF
CRNKL1	SNRPF
SART3	SNRPF
DDX23	SNRPF
PRPF31	SNRPF
SNRPF	ZCRB1
SF3A1	SNRPF
SLC4A1AP	SNRPF
GEMIN8	SNRPF
AQR	SNRPF
SNRPA	SNRPF
SNRPB2	SNRPF
SNRPF	WDR83
GEMIN6	SNRPF
MEPCE	SNRPF
PIGR	SNRPF
GEMIN5	SNRPF
SNRPF	SNW1
SF3B4	SNRPF
SNRPF	ZG16B
AKAP7	SNRPF
SNRNP48	SNRPF
SNRPF	ZRSR2
SF3A3	SNRPF
SNRPF	WBP4
ISY1	SNRPF
SNRPD2	SNRPF
CLNS1A	SNRPF
LSM1	SNRPF
GPBP1L1	SNRPF
CDC40	SNRPF
C20orf70	SNRPF
RNPC3	SNRPF
NAA38	SNRPF
SNRPA1	SNRPF
SNRPF	TGS1
SNRPF	TXNL4A
PPIE	SNRPF
SNRPD3	SNRPF
CST5	SNRPF
SMN2	SNRPF
LSM11	SNRPF
LSM10	SNRPF
CD2BP2	SNRPF
SNRPD1	SNRPF
SNRPF	SNRPN
SNRPB	SNRPF
SF3A2	SNRPF
KLHL8	SNRPF
CCDC75	SNRPF
SIP1	SNRPF
SNRPF	TSSC4
RBM22	SNRPF
SNRPF	ZMAT5
IGHA1	SNRPF
CST1	SNRPF
CST4	SNRPF
SMR3B	SNRPF
GCHFR	SPINK2
IDE	SPINK2
SPINK2	STRN4
SPINK2	UBR1
SPINK2	STRN3
PMPCA	SPINK2
FAM40A	SPINK2
CTTNBP2NL	SPINK2
PMPCB	SPINK2
ATP6V1D	SPINK2
ATP5S	SPINK2
SPINK2	UBR2
SPINK2	STRN
DCAF15	SPINK2
RSPRY1	SPINK2
MIPEP	SPINK2
MOBKL3	SPINK2
IKBIP	SPINK2
PRTFDC1	SPINK2
PDP2	SPINK2
NUDT8	SPINK2
LAMA3	SPINK4
MINPP1	SPINK4
SPINK4	SPPL2B
MICA	SPINK4
SPINK4	TMEM67
PLXNA2	SPINK4
HTRA1	SPINK4
CERCAM	SPINK4
IDE	SPINK7
BIRC2	SPINK7
ARMC8	SPINK7
SPINK7	ZER1
SPINK7	UBB
LYPD1	SPINK7
C20orf11	SPINK7
SMPX	SPINK7
C22orf41	PRDM6
C22orf41	UBB
C22orf41	COPS2
C22orf41	SCLT1
C22orf41	HOMER1
C22orf41	CENPE
C22orf41	HAUS5
C22orf41	SASS6
C22orf41	ZWINT
C22orf41	CUL2
C22orf41	RUNX1T1
C22orf41	NIN
C22orf41	COPS6
C22orf41	COPS7B
C22orf41	CEP164
C22orf41	TRIM24
C22orf41	SPAG5
C22orf41	HAUS3
C22orf41	PLK1S1
C22orf41	HAUS2
C22orf41	HAUS4
C22orf41	CENPH
C22orf41	RB1CC1
C22orf41	COG6
C22orf41	HOOK3
C22orf41	FEM1B
C22orf41	HBZ
C22orf41	MAP3K15
C22orf41	OCIAD1
C15orf23	C22orf41
C22orf41	OMA1
C22orf41	CAMSAP1L1
C22orf41	TRIM71
ABCB10	C22orf41
C22orf41	KIFC3
C22orf41	YIPF3
C22orf41	CEP110
C22orf41	VPS53
C22orf41	RER1
C22orf41	PEX11B
SRP14	SRP9
SRP54	SRP9
SRP68	SRP9
SRP9	USP4
MTHFD2L	SRP9
MTHFD2	SRP9
SRP72	SRP9
SRP9	TRMT6
SRP9	TRMT61A
EDA	SRP9
RAD18	SRP9
SRP19	SRP9
GCC2	SSC5D
RRAS	SSC5D
S100A6	TBC1D2B
S100A6	UFM1
UQCRC2	UQCRH
COX7A2L	UQCRH
ACTR1B	UQCRH
PEX19	UQCRH
DCTN3	UQCRH
DCTN2	UQCRH
DCTN4	UQCRH
ACTR10	UQCRH
CYC1	UQCRH
UQCRB	UQCRH
TUBB	UQCRH
UQCRC1	UQCRH
DCTN5	UQCRH
DOCK11	UQCRH
SERPINB1	UQCRH
UQCRH	UQCRQ
CYTB	UQCRH
DCTN6	UQCRH
ACTA2	C4orf6
C4orf6	MTR
C4orf6	CLTCL1
C4orf6	DGKH
C4orf6	FGFR1OP
C4orf6	CDK5RAP2
C4orf6	SEPT10
C4orf6	KIF11
C4orf6	VPS13C
C4orf6	CUL4B
C4orf6	DIRAS1
C4orf6	UBA6
C4orf6	SPG11
APAF1	C4orf6
C4orf6	RELA
C4orf6	SMPX
C4orf6	RALGAPB
C4orf6	UHRF1BP1
C4orf6	SHPK
C9orf116	HSPA8
CCL22	PDIA5
CCL22	PITRM1
CCL22	CD109
CCL22	YTHDF1
CCL22	DPP8
CCL22	DSTYK
CCL22	HSPA12A
CCL22	CNTNAP3B
CCL22	GLS
CCL22	CHD1L
CCL22	KDM4A
CCL22	EEF1A1
CCL22	LNPEP
CCL22	PLXNA2
CCL22	EME1
CCL22	TUBB3
CCL22	PPM1A
CBWD1	CCL22
CCL22	PRUNE
CCL22	ITPA
CCL22	SEPHS2
CCL22	FAM118B
CCL22	OAF
CCL22	RAD51L3
CCL22	LONRF2
CCL22	ITGA8
CCL22	TAB1
CCL4	PEX14
AMZ2	CCL4
ATP5S	CCL4
CCL5	GPD1L
CCL5	UBAC1
CCL5	SPRYD4
AK4	CCL5
CCL5	S100A13
CCL5	METTL11A
CCL5	SPATA20
C4A	CCL5
AP2M1	AP2S1
AP2S1	UBB
AP2S1	ITSN1
AP2S1	ITSN2
AP1B1	AP2S1
AP2B1	AP2S1
AP2S1	EPS15L1
AP2S1	REPS1
AP2S1	FCHO2
AP2A2	AP2S1
AAGAB	AP2S1
AP2S1	STON2
AP2S1	RALBP1
AP2S1	C15orf57
AP2A1	AP2S1
AP2S1	IKBIP
AP2S1	BMP2K
AAK1	AP2S1
AP2S1	NECAP2
AP2S1	EPS15
AGPAT4	CYB5A
CYB5A	RABGAP1L
CYB5A	HSPA14
CYB5A	SNX2
CYB5A	ENDOD1
CYB5A	TAB1
BCAP31	CYB5A
ATP5B	ATP5G3
ATP5D	ATP5G3
ATP5G3	GOLGA4
ATP5G3	GHDC
ATP5G3	COL20A1
EIF1AX	EIF1AY
EIF1AY	KLHL36
COX10	FAM136A
FAM136A	PIGT
FAM136A	NUP98
FAM136A	LARP4B
FAM136A	KIAA0182
ECSIT	FAM136A
FAM136A	PLS1
FAM136A	HNRNPUL2
FAM136A	RGPD5
FAM136A	RGPD8
FAM136A	YTHDF1
FAM136A	NUP35
FAM136A	PIK3C2A
DNAJB9	FAM136A
FAM136A	N4BP2
FAM136A	HCCS
FAM136A	RNASEH2A
CDYL	FAM136A
FAM136A	RPS6KA1
FAM136A	RBFOX2
FAM136A	RBFOX3
FAM136A	RBMS1
FAM136A	RNF138
FAM136A	ZNF703
ANGEL2	FAM136A
ASPSCR1	FAM136A
FAM136A	TIMP3
FAM136A	NKX3-1
FAM136A	XRCC6BP1
FAM136A	PAQR4
FAM136A	GFER
FAM136A	MCART6
FAM153A	FAM153B
FAM153B	FAM153C
ANKRD13D	FAM153B
ANKRD13A	FAM153B
CAMK1	FAM153B
C6orf211	FAM153B
FAM153B	ZGPAT
FAM153B	MAP1A
FAM153B	TAF7
FAM19A4	PLXNA2
FAM19A4	PLXNA1
FAM19A4	ITPR2
FAM19A4	ITPR3
FAM19A4	ITPR1
FAM19A4	INSR
FAM19A4	FREM2
FAM19A4	LRP11
FAM19A4	ZYG11B
FAM19A4	PRCP
FAM19A4	MIA3
C3orf39	FAM19A4
FAM19A4	GPLD1
FAM19A4	SORL1
AVL9	FAM19A4
CTAGE5	FAM19A4
FAM19A4	TCTN2
FAM19A4	ZER1
FAM19A4	LRRC4B
DSC2	FAM19A4
COL6A2	FAM19A4
FAM19A4	MIOS
FAM19A4	SSFA2
B4GALT6	FAM19A4
FAM175B	FAM19A4
FAM19A4	MOXD1
FAM19A4	LRP2
FAM19A4	PTPRU
FAM19A4	TM7SF3
FAM19A4	MRC2
FAM19A4	PTS
FAM19A4	VCAN
CNTNAP1	FAM19A4
FAM19A4	TMEM67
FAM19A4	NRP1
FAM19A4	ITGB1
FAM19A4	TCTN1
FAM19A4	SUSD5
FAM19A4	HS6ST1
FAM19A4	MGRN1
FAM19A4	FN1
FAM19A4	TGFBR3
FAM19A4	LEPR
CLN5	FAM19A4
FAM19A4	LIFR
FAM19A4	SEZ6L2
FAM19A4	M6PR
FAM19A4	NRXN3
FAM19A4	ITGA5
FAM19A4	ITGA4
FBXL21	UBB
GATC	QRSL1
GATC	PET112L
GATC	PUS1
GATC	PDPR
GATC	HIBCH
ALDH5A1	GATC
DHTKD1	GATC
GATC	NIPSNAP3A
FDXR	GATC
GATC	NME4
D2HGDH	GATC
GATC	POLG
GATC	NARS2
GATC	THUMPD3
H2AFX	NAP1L1
H2AFX	XPC
CSDA	H2AFX
H2AFX	YBX1
H2AFX	YBX2
GON4L	H2AFX
H2AFX	H2AFY
H2AFX	SUPT16H
H2AFX	LIG3
H2AFX	RPS3A
H2AFX	RPS18
H2AFX	RPS10
H2AFX	RPS2
H2AFX	RPS3
H2AFX	PARP1
H2AFX	SS18L2
CCDC86	H2AFX
ANKHD1	H2AFX
H2AFX	ZNF574
C16orf87	H2AFX
H2AFX	UPF1
H2AFX	MCM4
H2AFX	MCM2
DKC1	H2AFX
H2AFX	PABPC4L
H2AFX	IPO9
ELAVL2	H2AFX
H2AFX	HIST1H1T
H2AFX	HIST1H1C
H2AFX	PPM1G
H2AFX	XRCC6
H2AFX	RPS16
H2AFX	HIST1H2BD
H2AFX	HIST1H2BO
H2AFX	RPL26L1
H2AFX	RBM19
H2AFX	RPS5
H2AFX	MMS22L
H2AFX	MCM6
H2AFX	SSRP1
H2AFX	ZC3HAV1
H2AFX	HIST2H2AB
H2AFX	TIMELESS
CRAMP1L	H2AFX
H2AFX	NPM1
H2AFX	MIER1
H2AFX	LARP1B
H2AFX	RPL8
H2AFX	RPS6
CHD1L	H2AFX
H2AFX	ZNF498
CTCF	H2AFX
CETN2	H2AFX
H2AFX	RPS15
H2AFX	KRR1
GINS2	H2AFX
H2AFX	RPS27A
GAN	H2AFX
H2AFX	ZCCHC9
H2AFX	MIER3
H2AFX	SUPT6H
H2AFX	RPL23A
H2AFX	TONSL
H2AFX	PARP2
H2AFX	RPS28
H2AFX	ZBTB24
H2AFX	MRPS35
H2AFX	RPS9
H2AFX	ILF2
H2AFX	RPL19
CXXC1	H2AFX
GINS3	H2AFX
H2AFX	PHF14
H2AFX	NPAT
H2AFX	HIST2H4A
H2AFX	HIST2H3PS2
H2AFX	ZNF22
GINS4	H2AFX
HBZ	SIRT5
HBZ	MYO18A
HRSP12	UBB
ACOX1	HRSP12
CARM1	HRSP12
HRSP12	MGEA5
ID2	MACF1
HDGFRP2	ID2
ID2	RBM27
ID2	ID4
ID2	UBE2E1
ID2	TCF4
ID2	TCF3
ID2	TCF12
CFDP1	ID2
ID2	WBP11
ID2	KIF20B
ID2	KLHL20
ID2	PHF3
DIDO1	ID2
C9orf86	ID2
ID2	ZGPAT
C1orf131	ID2
ID2	YY1
ID2	MLLT4
ID2	SLTM
ID2	RCBTB2
CLASP2	ID2
LYPD1	ZNF146
HSPA5	LYPD1
LRP11	LYPD1
LYPD1	SPSB3
LYPD1	TUBA4A
LYPD1	TUBA1A
COL6A2	LYPD1
ASAH1	LYPD1
LYPD1	TUBB8
COL6A1	LYPD1
LYPD1	NPTX1
LYPD1	PTPRK
CBWD1	LYPD1
LYPD1	VWDE
LYPD1	RAB6B
LYPD1	PCSK5
C3orf64	LYPD1
LYPD1	WNT5A
BIRC5	MED1
BIRC5	MED14
BIRC5	CDCA8
BIRC5	PYCARD
BIRC5	MED6
BIRC5	MED4
BIRC5	MED17
BIRC5	CCDC102A
BIRC5	INCENP
BIRC5	MED31
BIRC5	HBZ
BIRC5	MED18
BIRC5	MED29
BIRC5	MED21
BIRC5	MED10
BIRC5	MED20
BIRC5	MED8
BIRC5	MED22
BIRC5	SSC5D
BIRC5	C7orf59
BIRC5	MED30
MAX	TCP10L
MDK	SIN3A
MDK	SRRM2
HIST1H1A	MDK
MDK	UBTF
MDK	UBE2O
BOD1L	MDK
MDK	MLLT3
MDK	SORL1
MDK	PPIG
MDK	NAF1
MDK	ZCCHC17
MDK	RPL36AL
KBTBD7	MDK
MDK	PNN
MDK	SETD1A
MDK	RPS27A
MDK	NOS1AP
CWC22	MDK
MDK	PTPN9
EPB41L5	MDK
MDK	TNRC18
AFF4	MDK
CXXC1	MDK
MDK	RPP25
CHD9	MDK
BRD2	MDK
MDK	NKAP
CLK2	MDK
MED21	MED25
MED12	MED21
MED12L	MED21
MED21	RNF20
MED21	RNF40
DHRS3	MED21
MED21	PALM
MED13	MED21
MED21	PAG1
MED1	MED21
CDK19	MED21
CDK8	MED21
MED21	MED27
MED21	MED31
MED21	SMPDL3B
MED21	MED26
MED21	POLR2A
MED13L	MED21
INPP5A	MED21
MED21	POLR2D
MED21	SGPL1
MED16	MED21
GNAQ	MED21
MED14	MED21
MED21	PTRH2
CKAP4	MED21
GAP43	MED21
MED21	PTPRG
MED21	SPAG5
FYN	MED21
MED21	YES1
MED21	SRC
MED21	ZMPSTE24
MED21	MED23
MED15	MED21
KIF2C	MED21
MED21	POLR2J
MED21	MED9
MED21	MED6
MED21	MED4
MED21	POLR2I
MED21	MED28
MED21	RPAP2
MED17	MED21
MED19	MED21
CCNC	MED21
C8orf47	MED21
MED21	ULBP2
MED21	MED29
MED21	MED22
MED21	MED24
MED21	MED7
MED10	MED21
EEPD1	MED21
CNTN1	MED21
ABLIM1	MED21
GNAZ	MED21
MED20	MED21
FBXL19	MED21
MED18	MED21
MED21	STX8
MED21	PTPN11
CSNK1G3	MED21
HPCAL1	MED21
MED21	VAMP3
HRAS	MED21
MED21	VAMP8
MED21	MPZL1
MED21	MED30
MED21	MED8
MED21	VTI1B
MED21	SCCPDH
GRINL1A	MED21
EFNA5	MED21
MED11	MED21
MRPL12	MRPL42
ACAA1	MRPL42
MRPL42	MRPL45
MRPL42	MRPL46
MRPL42	MRPL9
MRPL32	MRPL42
MRPL11	MRPL42
MRPL42	MRPL48
MRPL40	MRPL42
MRPL3	MRPL42
MRPL1	MRPL42
MRPL39	MRPL42
MRPL41	MRPL42
MRPL22	MRPL42
MRPL28	MRPL42
MRPL10	MRPL42
MRPL24	MRPL42
MRPL42	MRPL49
MRPL42	MRPL44
MRPL42	NGRN
MRPL42	MRPL50
MRPL38	MRPL42
MRPL42	SIRT3
MRPL20	MRPL42
MRPL27	MRPL42
MRPL42	MRPL55
C7orf30	MRPL42
MRPL42	MRPL47
MRPL16	MRPL42
MRPL19	MRPL42
MRPL15	MRPL42
ICT1	MRPL42
MRPL2	MRPL42
MRPL21	MRPL42
MRPL13	MRPL42
MRPL42	MRPL43
MRPL17	MRPL42
MRPL4	MRPL42
MRPL33	MRPL42
GADD45GIP1	MRPL42
MRPL35	MRPL42
MRPL30	MRPL42
MRPL42	MRPS30
MRPL42	MRPS18A
MRPL42	RNMTL1
MRPL18	MRPL42
GATC	MRPL42
MRP63	MRPL42
MRPL34	MRPL42
MRPL42	MRPL51
H2AFY	MYH9
C9orf156	MYH9
NANOS2	RQCD1
BTG3	NANOS2
CNOT1	NANOS2
CNOT3	NANOS2
NANOS2	TNKS1BP1
CNOT10	NANOS2
NANOS2	TNKS2
IL1F6	NANOS2
CNOT2	NANOS2
CNOT6L	NANOS2
CNOT6	NANOS2
CNOT8	NANOS2
GPBP1L1	NANOS2
C2orf29	NANOS2
MAP4K4	NANOS2
MINK1	NANOS2
NANOS2	TOB2
CNOT7	NANOS2
FHL2	NANOS2
NDUFA13	NDUFV3
NDUFA13	NDUFAF1
CPT2	NDUFA13
ECSIT	NDUFA13
NDUFA13	NDUFA7
ACADVL	NDUFA13
NDUFA13	NDUFA3
NDUFA13	NDUFAF4
ACAD9	NDUFA13
NDUFA13	NDUFS4
NDUFA13	NDUFS6
NDUFA12	NDUFA13
ATP6V1D	NDUFA13
NDUFA13	UQCC
NDUFA13	NDUFS7
NDUFA13	TMEM126B
NDUFA13	NDUFC2
ND4	NDUFA13
NDUFA13	NDUFS8
CST1	NDUFA13
NDUFA13	NDUFB5
EIF4G1	NFATC2IP
EIF4G3	NFATC2IP
DMAP1	NFATC2IP
NFATC2IP	RHEB
NFATC2IP	VPS72
NFATC2IP	PDLIM5
CHD8	NFATC2IP
NFATC2IP	PDLIM7
NFATC2IP	SMARCA1
NFATC2IP	SRCAP
ACTR6	NFATC2IP
ELF2	NFATC2IP
NFATC2IP	ZNHIT1
LOC100507680	NRN1
LPHN1	NRN1
GHITM	NRN1
NRN1	SLC12A6
NRN1	SLC12A4
NRN1	SLC12A7
NRN1	SPPL2B
NRN1	SPCS2
ATP11C	NRN1
FZD2	NRN1
NRN1	TMEM67
GPC3	NRN1
NRN1	TMEM219
GLRB	NRN1
NRN1	SLC1A1
NRN1	SLC47A1
PCDHGB3	PCDHGC3
PCDHGC3	SPTBN4
AHNAK	PCDHGC3
PAG1	PCDHGC3
CD109	PCDHGC3
PCDHGC3	PTPRG
GAP43	PCDHGC3
FYN	PCDHGC3
PCDHGC3	YES1
PCDHGC3	SRC
PCDHGC3	UBTD2
C8orf47	PCDHGC3
GRTP1	PCDHGC3
CNTN1	PCDHGC3
GNAZ	PCDHGC3
CDH1	PCDHGC3
GNAQ	PCDHGC3
NRN1	PCDHGC3
EEPD1	PCDHGC3
HRAS	PCDHGC3
CDCA3	PCDHGC3
CHRNA9	PCDHGC3
PCDHGC3	PROCR
C10orf125	EEA1
C10orf125	RBM27
C10orf125	GOLGA3
C10orf125	RNF123
C10orf125	EEF1A2
C10orf125	DDX46
C10orf125	TOMM34
C10orf125	KIAA1704
C10orf125	PRRC2A
C10orf125	PRRC1
C10orf125	MLLT4
C10orf125	PKN1
C10orf125	FRA10AC1
PFDN2	PFDN4
KATNB1	PFDN4
PFDN1	PFDN4
PFDN4	RC3H2
FAM54B	PFDN4
PFDN4	VBP1
FBXO28	PFDN4
PFDN4	PFDN5
PDRG1	PFDN4
MIOS	PFDN4
CTU2	PFDN4
PFDN4	PFDN6
PFDN4	UBB
PFDN4	TRAF7
PFDN4	RPUSD2
PFDN4	ZZZ3
PFDN4	ZBTB33
PFDN4	SPIN2B
PFDN4	SPIN3
CREB1	PFDN4
NEDD1	PFDN4
BANP	PFDN4
KATNA1	PFDN4
ERCC8	PFDN4
ATF2	PFDN4
ACTB	PFN2
ACTBL2	PFN2
ACTA2	PFN2
NAT6	PFN2
ENAH	PFN2
DIAPH1	PFN2
PALLD	PFN2
INF2	PFN2
BLVRB	PFN2
PFN2	VASP
PIGP	PYCARD
PIGH	PIGP
PIGA	PIGP
POLR2D	POLR2G
POLR2D	RPAP2
POLR2A	POLR2D
GRINL1A	POLR2D
POLR2D	RPRD1B
POLR2D	RPRD1A
POLR2B	POLR2D
POLR2D	POLR2J
POLR2D	RECQL5
POLR2D	POLR2E
POLR2D	POLR2L
GPN3	POLR2D
CUL2	PYCARD
PYCARD	ZYG11B
PTPN9	RAD51C
KLHL10	RAD51C
CCDC140	RAD51C
RNF111	UBXN7
RBM27	RNF111
GNAQ	RNF111
RNF111	TPX2
RNF111	SUGP1
C21orf59	RNF111
RNF111	SPAST
CGGBP1	RNF111
RNF111	TTC9C
ADD3	RNF111
DCUN1D5	RNF111
RPL26L1	RPL28
RPL28	RPLP2
RPL28	RPL4
NCL	RPL28
PTPRK	RPL28
RBM28	RPL28
RPL28	RPL7A
POLE	RPL28
AKAP11	RPL28
RPL28	RPS3A
FTSJ3	RPL28
IFFO1	RPL28
LOC100507290	RPL28
FAT3	RPL28
RPL28	RPLP0
RPL28	RPL3
FAT4	RPL28
RPL28	ZNF354A
C1QBP	RPL28
GPRASP2	RPL28
DKC1	RPL28
RPL28	RPL5
RPL28	RPL6
RPL28	RPL32
HIST1H1D	RPL28
HIST1H1C	RPL28
HIST1H1A	RPL28
GLYR1	RPL28
RPL18	RPL28
RPL28	TRO
RPL28	WHSC1
FREM2	RPL28
RPL28	RRP8
PEX14	RPL28
RPL14	RPL28
KIAA0020	RPL28
RPL28	RPL8
RPL28	SDCBP
RPL27	RPL28
RPL28	TUBA4A
RBM34	RPL28
GPR98	RPL28
RPL28	RPS8
CDC42BPA	RPL28
BRIX1	RPL28
KIAA0232	RPL28
MLF1IP	RPL28
RPL28	TUBB3
POLE2	RPL28
RPL28	RPL36
GSG2	RPL28
RPL18A	RPL28
RPL28	ZDBF2
RPL19	RPL28
RPL28	RPL30
KLHL15	RPL28
PPAN-P2RY11	RPL28
RPL28	ZNF644
PTPRD	RPL28
PLCH1	RPL28
CELSR2	RPL28
KLHL21	RPL28
RPL28	ZNF184
RPL28	ZCCHC7
RPL28	SIPA1L2
SEL1L	SLAMF1
LAMB2	SLAMF1
CELSR1	SLAMF1
ATP12A	SLAMF1
SLAMF1	TMEM132A
IGF1R	SLAMF1
FAT1	SLAMF1
FRAS1	SLAMF1
GALNS	SLAMF1
PC	SLAMF1
LARGE	SLAMF1
CLSTN1	SLAMF1
CNTNAP3	SLAMF1
GFPT2	SLAMF1
SLAMF1	TUBA4A
CACHD1	SLAMF1
OS9	SLAMF1
CHRNA5	SLAMF1
GPR98	SLAMF1
ADAM9	SLAMF1
MOXD1	SLAMF1
PLXNA2	SLAMF1
ITGA7	SLAMF1
NKIRAS1	SLAMF1
BCHE	SLAMF1
SLAMF1	TUBB3
ARSK	SLAMF1
RTCD1	SLAMF1
ADAMTS2	SLAMF1
CBWD1	SLAMF1
SLAMF1	ST3GAL6
FASTKD3	SLAMF1
NAGA	SLAMF1
FUT11	SLAMF1
ATG2B	SLAMF1
IL17RA	SLAMF1
ANKRD46	SLAMF1
D2HGDH	SLAMF1
CERCAM	SLAMF1
CPE	SLAMF1
PCSK5	SLAMF1
NAGLU	SLAMF1
SLAMF1	TXNDC15
DSTYK	SLAMF1
EPHA3	SLAMF1
LIFR	SLAMF1
LAMA3	SLAMF1
GALNTL4	SLAMF1
SLAMF1	THUMPD3
BMP7	SLAMF1
HSPA5	SYPL2
SYPL2	TMEM192
SYNGR2	SYPL2
RTN2	SYPL2
SYPL2	VAMP3
GCA	SYPL2
SYPL2	TSPAN15
PVRL2	SYPL2
C19orf28	SYPL2
REEP6	SYPL2
SYPL2	TMEM120A
TCTEX1D2	WDR60
CLMN	TCTEX1D2
ABTB2	TCTEX1D2
SNX6	TCTEX1D2
TCTEX1D2	WDR34
SNX2	TCTEX1D2
FAM108B1	TCTEX1D2
C1D	EXOSC10
C1D	SKIV2L2
C1D	EXOSC7
C1D	MPHOSPH6
C1D	EXOSC8
C1D	EXOSC4
C1D	EXOSC9
C1D	WDR75
C1D	DIS3
C1D	EXOSC5
C1D	NOL11
C1D	ZCCHC8
C1D	EXOSC2
C1D	EXOSC1
C1D	EXOSC3
C1D	ZFC3H1
C1D	RBM7
C1D	UTP15
C1D	EXOSC6
C1D	WDR43
C1D	CST1
ABCC4	TMEM128
FUNDC2	TMEM128
REEP5	TMEM128
RABAC1	TMEM128
HDGFRP3	TMEM128
SMARCA1	TMEM128
RTN4	TMEM128
SOAT1	TMEM128
APOB	TMEM128
PLSCR1	TMEM128
BCS1L	TMEM128
CD47	TMEM128
RTN2	TMEM128
SLC44A1	TMEM128
TMEM128	TMEM208
TM2D3	TMEM128
REEP6	TMEM128
ARL6IP5	TMEM128
SLC25A6	TOMM22
SLC35B2	TOMM22
TOMM22	TOMM40
MFN1	TOMM22
HSDL1	TOMM22
RAB39B	TOMM22
SPCS2	TOMM22
TOMM22	TOMM40L
TOMM22	TUBA4A
SLC25A24	TOMM22
SEC11C	TOMM22
TOMM22	TUBB3
STK39	TOMM22
INTS5	TOMM22
GTPBP5	TOMM22
FEM1B	TOMM22
SFXN3	TOMM22
DDX11	TOMM22
TOMM22	XRCC3
RAD51L3	TOMM22
C19orf52	TOMM22
C4orf41	TRAPPC2
C5orf44	TRAPPC2
TRAPPC2	TRAPPC8
TRAPPC10	TRAPPC2
TRAPPC2	TRAPPC4
C7orf43	TRAPPC2
TRAPPC2	TRAPPC6B
TRAPPC2	TRAPPC9
TRAPPC1	TRAPPC2
TRAPPC2	TRAPPC6A
TRAPPC2	TRAPPC3
TRAPPC2	TTC15
TRAPPC2	TRAPPC5
TRAPPC2	TRAPPC2L
TRAPPC2	TRMT61B
PRMT2	TRAPPC2
BNIP1	VAMP4
VAMP4	VPS45
NAPB	VAMP4
NAPA	VAMP4
STX4	VAMP4
USE1	VAMP4
STX18	VAMP4
SCFD2	VAMP4
VAMP4	ZW10
C1orf123	VAMP4
NAPG	VAMP4
CLINT1	VAMP4
STX5	VAMP4
NBAS	VAMP4
STX10	VAMP4
SNAP23	VAMP4
STX6	VAMP4
STX7	VAMP4
STX12	VAMP4
GALM	VAMP4
C12orf51	VAMP4
METTL11A	VAMP4
SCFD1	VAMP4
STX8	VAMP4
COX6B1	VAMP4
GOSR2	VAMP4
MBLAC2	VAMP4
STX16	VAMP4
VAMP4	VTI1B
GOSR1	VAMP4
OXSM	VAMP4
VAMP4	VTI1A
CCL21	CLTCL1
CCL21	KLHL22
CCL21	KLHL26
CCL21	TRIP6
CENPA	H2AFY
CENPA	SUPT16H
CENPA	HJURP
CENPA	SSRP1
CENPA	MCM4
CENPA	OIP5
ARL10	CENPA
CENPA	MIS18A
CENPA	HIST2H3PS2
CPLX1	CPLX2
CPLX1	VAMP3
ANKRD13C	CPLX2
CPLX2	DEGS1
CPLX2	RAP1A
CPLX2	SCCPDH
CPLX2	FAM21B
CPLX4	CST1
CST1	CST4
CST1	CTSL1
CST1	CTSL2
CST1	CTSH
ACP1	ACTB
ACP1	ACTBL2
ACP1	POTEE
ALOX5AP	FRA10AC1
CRBN	LOC100290337
CRBN	CUL4B
CRBN	CUL4A
DHX57	UBB
DHX57	RPS14
DHX57	HSPA8
ACTBL2	DHX57
DHX57	HIST1H1E
DHX57	RPS2
DHX57	ZDHHC17
DHX57	MUCL1
DHX57	SRC
CLU	DHX57
DHX57	EEF1A2
DHX57	RPSA
DHX57	TTLL12
APOD	DHX57
DHX57	GLMN
DHX57	SESN2
EFNA5	EPHA7
EPHA7	KIAA0090
EPHA7	HSPA5
EPHA7	PC
EPHA7	NID2
EPHA3	EPHA7
EPHA4	EPHA7
EPHA10	EPHA7
