geneA_genesym	geneB_genesym
UBC	VDAC3
UBC	VDR
UBC	VEGFA
UBC	VEZF1
UBC	VEZT
UBC	VHL
UBC	VIM
UBC	VIMP
UBC	VKORC1L1
UBC	VLDLR
UBC	VMA21
UBC	VMP1
UBC	VOPP1
UBC	VPRBP
UBC	VPS11
UBC	VPS13A
UBC	VPS13B
UBC	VPS13C
UBC	VPS13D
UBC	VPS16
UBC	VPS18
UBC	VPS25
UBC	VPS26A
UBC	VPS26B
UBC	VPS28
UBC	VPS29
UBC	VPS33A
UBC	VPS33B
UBC	VPS35
UBC	VPS36
UBC	VPS37A
UBC	VPS37B
UBC	VPS37C
UBC	VPS39
UBC	VPS41
UBC	VPS45
UBC	VPS4A
UBC	VPS4B
UBC	VPS51
UBC	VPS52
UBC	VPS53
UBC	VPS9D1
UBC	VRK1
UBC	VRK2
UBC	VRK3
UBC	VSIG10
UBC	VTA1
UBC	VTI1A
UBC	VTI1B
UBC	VWA5A
UBC	VWA9
UBC	VWF
UBC	WAC
UBC	WAPL
UBC	WARS
UBC	WAS
UBC	WASF1
UBC	WASF2
UBC	WASF3
UBC	WASH1
UBC	WBP11
UBC	WBP1L
UBC	WBP2
UBC	WBP4
UBC	WBP5
UBC	WBSCR16
UBC	WBSCR22
UBC	WBSCR27
UBC	WDFY3
UBC	WDFY4
UBC	WDHD1
UBC	WDR1
UBC	WDR11
UBC	WDR12
UBC	WDR13
UBC	WDR18
UBC	WDR19
UBC	WDR20
UBC	WDR26
UBC	WDR3
UBC	WDR33
UBC	WDR34
UBC	WDR35
UBC	WDR36
UBC	WDR37
UBC	WDR4
UBC	WDR41
UBC	WDR43
UBC	WDR44
UBC	WDR45
UBC	WDR45B
UBC	WDR46
UBC	WDR48
UBC	WDR5
UBC	WDR54
UBC	WDR55
UBC	WDR59
UBC	WDR6
UBC	WDR61
UBC	WDR62
UBC	WDR66
UBC	WDR70
UBC	WDR73
UBC	WDR74
UBC	WDR75
UBC	WDR76
UBC	WDR77
UBC	WDR81
UBC	WDR82
UBC	WDR83
UBC	WDR87
UBC	WDR88
UBC	WDR89
UBC	WDR92
UBC	WDTC1
UBC	WEE1
UBC	WFDC8
UBC	WFS1
UBC	WHSC1
UBC	WHSC1L1
UBC	WIBG
UBC	WIPF1
UBC	WIPI2
UBC	WIZ
UBC	WLS
UBC	WNK1
UBC	WNK3
UBC	WNK4
UBC	WNT10B
UBC	WNT11
UBC	WNT5A
UBC	WNT5B
UBC	WRAP53
UBC	WRAP73
UBC	WRB
UBC	WRN
UBC	WRNIP1
UBC	WSB1
UBC	WTAP
UBC	WTH3DI
UBC	WWOX
UBC	WWP1
UBC	WWP2
UBC	XAB2
UBC	XAF1
UBC	XAGE1B
UBC	XBP1
UBC	XDH
UBC	XIAP
UBC	XPC
UBC	XPNPEP1
UBC	XPNPEP3
UBC	XPO1
UBC	XPO4
UBC	XPO5
UBC	XPO6
UBC	XPO7
UBC	XPOT
UBC	XPR1
UBC	XRCC1
UBC	XRCC2
UBC	XRCC3
UBC	XRCC4
UBC	XRCC5
UBC	XRCC6
UBC	XRN1
UBC	XRN2
UBC	XXYLT1
UBC	XYLB
UBC	YAF2
UBC	YAP1
UBC	YARS
UBC	YARS2
UBC	YBX1
UBC	YBX2
UBC	YBX3
UBC	YDJC
UBC	YEATS2
UBC	YEATS4
UBC	YES1
UBC	YIF1A
UBC	YIF1B
UBC	YIPF1
UBC	YIPF3
UBC	YIPF4
UBC	YIPF5
UBC	YKT6
UBC	YLPM1
UBC	YME1L1
UBC	YOD1
UBC	YPEL5
UBC	YRDC
UBC	YTHDC1
UBC	YTHDC2
UBC	YTHDF1
UBC	YTHDF2
UBC	YTHDF3
UBC	YWHAB
UBC	YWHAE
UBC	YWHAG
UBC	YWHAH
UBC	YWHAQ
UBC	YWHAZ
UBC	YY1
UBC	YY1AP1
UBC	ZADH2
UBC	ZAK
UBC	ZAP70
UBC	ZBED1
UBC	ZBED2
UBC	ZBTB1
UBC	ZBTB10
UBC	ZBTB11
UBC	ZBTB14
UBC	ZBTB16
UBC	ZBTB17
UBC	ZBTB18
UBC	ZBTB2
UBC	ZBTB25
UBC	ZBTB33
UBC	ZBTB38
UBC	ZBTB39
UBC	ZBTB40
UBC	ZBTB41
UBC	ZBTB46
UBC	ZBTB5
UBC	ZBTB7B
UBC	ZBTB8OS
UBC	ZBTB9
UBC	ZC3H11A
UBC	ZC3H12A
UBC	ZC3H13
UBC	ZC3H14
UBC	ZC3H15
UBC	ZC3H18
UBC	ZC3H3
UBC	ZC3H7A
UBC	ZC3H7B
UBC	ZC3HAV1
UBC	ZC3HAV1L
UBC	ZC3HC1
UBC	ZCCHC11
UBC	ZCCHC12
UBC	ZCCHC2
UBC	ZCCHC3
UBC	ZCCHC6
UBC	ZCCHC7
UBC	ZCCHC8
UBC	ZCRB1
UBC	ZCWPW2
UBC	ZDBF2
UBC	ZDHHC1
UBC	ZDHHC12
UBC	ZDHHC13
UBC	ZDHHC17
UBC	ZDHHC2
UBC	ZDHHC20
UBC	ZDHHC5
UBC	ZDHHC6
UBC	ZDHHC7
UBC	ZDHHC8
UBC	ZDHHC9
UBC	ZEB2
UBC	ZER1
UBC	ZFAND2A
UBC	ZFAND2B
UBC	ZFAND3
UBC	ZFAND5
UBC	ZFAND6
UBC	ZFC3H1
UBC	ZFHX3
UBC	ZFHX4
UBC	ZFP1
UBC	ZFP14
UBC	ZFP2
UBC	ZFP28
UBC	ZFP36
UBC	ZFP36L1
UBC	ZFP36L2
UBC	ZFP42
UBC	ZFP62
UBC	ZFP91
UBC	ZFPL1
UBC	ZFR
UBC	ZFX
UBC	ZFY
UBC	ZFYVE16
UBC	ZFYVE21
UBC	ZFYVE26
UBC	ZFYVE28
UBC	ZFYVE9
UBC	ZG16B
UBC	ZHX1
UBC	ZHX1-C8orf76
UBC	ZIC2
UBC	ZIM3
UBC	ZKSCAN1
UBC	ZKSCAN7
UBC	ZMAT2
UBC	ZMIZ1
UBC	ZMPSTE24
UBC	ZMYM1
UBC	ZMYM2
UBC	ZMYM3
UBC	ZMYM4
UBC	ZMYND8
UBC	ZNF100
UBC	ZNF106
UBC	ZNF107
UBC	ZNF117
UBC	ZNF12
UBC	ZNF121
UBC	ZNF124
UBC	ZNF131
UBC	ZNF135
UBC	ZNF136
UBC	ZNF138
UBC	ZNF14
UBC	ZNF141
UBC	ZNF142
UBC	ZNF143
UBC	ZNF146
UBC	ZNF148
UBC	ZNF160
UBC	ZNF175
UBC	ZNF18
UBC	ZNF181
UBC	ZNF184
UBC	ZNF185
UBC	ZNF189
UBC	ZNF195
UBC	ZNF197
UBC	ZNF20
UBC	ZNF200
UBC	ZNF207
UBC	ZNF208
UBC	ZNF213
UBC	ZNF215
UBC	ZNF217
UBC	ZNF22
UBC	ZNF222
UBC	ZNF223
UBC	ZNF226
UBC	ZNF229
UBC	ZNF233
UBC	ZNF235
UBC	ZNF236
UBC	ZNF24
UBC	ZNF248
UBC	ZNF25
UBC	ZNF253
UBC	ZNF254
UBC	ZNF256
UBC	ZNF257
UBC	ZPR1
UBC	ZNF260
UBC	ZNF264
UBC	ZNF266
UBC	ZNF267
UBC	ZNF273
UBC	ZNF277
UBC	ZNF28
UBC	ZNF280C
UBC	ZNF280D
UBC	ZNF281
UBC	ZNF282
UBC	ZNF284
UBC	ZNF286B
UBC	ZNF287
UBC	ZNF292
UBC	ZNF3
UBC	ZNF300
UBC	ZNF311
UBC	ZNF317
UBC	ZNF318
UBC	ZNF319
UBC	ZNF320
UBC	ZNF324B
UBC	ZNF326
UBC	ZNF330
UBC	ZNF331
UBC	ZNF34
UBC	ZNF346
UBC	ZNF347
UBC	ZNF350
UBC	ZNF354A
UBC	ZNF354C
UBC	ZNF358
UBC	ZNF382
UBC	ZNF384
UBC	ZNF394
UBC	ZNF397
UBC	ZNF407
UBC	ZNF410
UBC	ZNF415
UBC	ZNF418
UBC	ZNF419
UBC	ZNF420
UBC	ZNF426
UBC	ZNF429
UBC	ZNF43
UBC	ZNF430
UBC	ZNF431
UBC	ZNF433
UBC	ZNF439
UBC	ZNF44
UBC	ZNF440
UBC	ZNF441
UBC	ZNF442
UBC	ZNF443
UBC	ZNF445
UBC	ZNF449
UBC	ZNF45
UBC	ZNF451
UBC	ZNF454
UBC	ZNF460
UBC	ZNF468
UBC	ZNF471
UBC	ZNF473
UBC	ZNF474
UBC	ZNF479
UBC	ZNF480
UBC	ZNF483
UBC	ZNF484
UBC	ZNF485
UBC	ZNF486
UBC	ZNF490
UBC	ZNF491
UBC	ZNF492
UBC	ZNF493
UBC	ZNF496
UBC	ZNF501
UBC	ZNF502
UBC	ZNF503
UBC	ZNF506
UBC	ZNF512
UBC	ZNF518A
UBC	ZNF518B
UBC	ZNF519
UBC	ZNF528
UBC	ZNF529
UBC	ZNF532
UBC	ZNF534
UBC	ZNF536
UBC	ZNF540
UBC	ZNF541
UBC	ZNF543
UBC	ZNF546
UBC	ZNF548
UBC	ZNF549
UBC	ZNF551
UBC	ZNF554
UBC	ZNF555
UBC	ZNF557
UBC	ZNF559
UBC	ZNF560
UBC	ZNF563
UBC	ZNF564
UBC	ZNF566
UBC	ZNF567
UBC	ZNF568
UBC	ZNF57
UBC	ZNF570
UBC	ZNF571
UBC	ZNF573
UBC	ZNF574
UBC	ZNF578
UBC	ZNF586
UBC	ZNF593
UBC	ZNF594
UBC	ZNF595
UBC	ZNF597
UBC	ZNF598
UBC	ZNF599
UBC	ZNF600
UBC	ZNF606
UBC	ZNF608
UBC	ZNF609
UBC	ZNF610
UBC	ZNF611
UBC	ZNF615
UBC	ZNF616
UBC	ZNF622
UBC	ZNF624
UBC	ZNF625
UBC	ZNF626
UBC	ZNF627
UBC	ZNF629
UBC	ZNF638
UBC	ZNF639
UBC	ZNF644
UBC	ZNF645
UBC	ZNF646
UBC	ZNF660
UBC	ZNF665
UBC	ZNF667
UBC	ZNF669
UBC	ZNF670
UBC	ZNF671
UBC	ZNF674
UBC	ZNF675
UBC	ZNF676
UBC	ZNF677
UBC	ZNF678
UBC	ZNF679
UBC	ZNF680
UBC	ZNF681
UBC	ZNF682
UBC	ZNF687
UBC	ZNF691
UBC	ZNF695
UBC	ZNF699
UBC	ZNF7
UBC	ZNF700
UBC	ZNF701
UBC	ZNF705G
UBC	ZNF706
UBC	ZNF708
UBC	ZNF709
UBC	ZNF711
UBC	ZNF713
UBC	ZNF714
UBC	ZNF716
UBC	ZNF717
UBC	ZNF718
UBC	ZNF720
UBC	ZNF721
UBC	ZNF726
UBC	ZNF727
UBC	ZNF728
UBC	ZNF730
UBC	ZNF732
UBC	ZNF735
UBC	ZNF736
UBC	ZNF737
UBC	ZNF74
UBC	ZNF740
UBC	ZNF749
UBC	ZNF75D
UBC	ZNF76
UBC	ZNF761
UBC	ZNF763
UBC	ZNF765
UBC	ZNF766
UBC	ZNF768
UBC	ZNF77
UBC	ZNF772
UBC	ZNF773
UBC	ZNF777
UBC	ZNF778
UBC	ZNF781
UBC	ZNF782
UBC	ZNF789
UBC	ZNF79
UBC	ZNF791
UBC	ZNF792
UBC	ZNF799
UBC	ZNF800
UBC	ZNF808
UBC	ZNF813
UBC	ZNF816
UBC	ZNF823
UBC	ZNF827
UBC	ZNF83
UBC	ZNF836
UBC	ZNF84
UBC	ZNF841
UBC	ZNF844
UBC	ZNF845
UBC	ZNF846
UBC	ZNF85
UBC	ZNF850
UBC	ZNF852
UBC	ZNF860
UBC	ZNF865
UBC	ZNF878
UBC	ZNF879
UBC	ZNF880
UBC	ZNF90
UBC	ZNF91
UBC	ZNF92
UBC	ZNF93
UBC	ZNF98
UBC	ZNFX1
UBC	ZNHIT1
UBC	ZNHIT2
UBC	ZNHIT3
UBC	ZNHIT6
UBC	ZNRF1
UBC	ZNRF2
UBC	ZP3
UBC	ZRANB1
UBC	ZRANB2
UBC	ZRANB3
UBC	ZSCAN18
UBC	ZSCAN2
UBC	ZSCAN20
UBC	ZSCAN21
UBC	ZSCAN22
UBC	ZSCAN29
UBC	ZSCAN32
UBC	ZSWIM1
UBC	ZSWIM2
UBC	ZSWIM7
UBC	ZSWIM8
UBC	ZUFSP
UBC	ZW10
UBC	ZWILCH
UBC	ZWINT
UBC	ZYG11A
UBC	ZYG11B
UBC	ZYX
UBC	ZZEF1
UBD	UBE2I
UBD	UBE2M
UBD	UBE2Z
UBD	UBE3A
UBD	UPF1
UBD	UPRT
UBD	UQCRC2
UBD	USO1
UBD	USP11
UBD	USP7
UBD	UTP15
UBD	VAMP3
UBD	VARS
UBD	VCL
UBD	VCP
UBD	VCPIP1
UBD	VIM
UBD	VPS35
UBD	WDHD1
UBD	WDR26
UBD	WDR46
UBD	WDR74
UBD	WDTC1
UBD	XPO7
UBD	XPOT
UBD	XRCC6
UBD	YBX1
UBD	YWHAE
UBD	YWHAQ
UBD	YWHAZ
UBD	ZCCHC3
UBD	ZKSCAN1
UBD	ZNF14
UBD	ZNF280D
UBD	ZNF326
UBD	ZNF543
UBD	ZNF566
UBD	ZNF709
UBD	ZYG11B
UBE2A	UBQLN1
UBE2A	UBQLN2
UBE2A	UBQLN4
UBE2A	UBR1
UBE2A	UBR3
UBE2A	UBR4
UBE2A	UCHL3
UBE2A	UNK
UBE2A	USP1
UBE2A	XRN2
UBE2A	ZBED1
UBE2A	ZFYVE19
UBE2A	ZMYM2
UBE2A	ZPR1
UBE2A	ZWILCH
UBE2B	UBE2C
UBE2B	UBE2D1
UBE2B	UBE2L3
UBE2B	UBE2V2
UBE2B	UBQLN1
UBE2B	UBQLN4
UBE2B	UBR1
UBE2B	UBR2
UBE2B	UBR3
UBE2B	UBR4
UBE2B	UBXN7
UBE2B	UNC119
UBE2B	UNK
UBE2B	USP9X
UBE2B	ZFYVE19
UBE2B	ZMYM2
UBE2B	ZRANB2
UBE2B	ZYX
UBE2C	UBE3D
UBE2C	UBE4B
UBE2C	UBQLN1
UBE2C	UBQLN4
UBE2C	UBXN1
UBE2C	UBXN7
UBE2C	UNK
UBE2C	USP34
UBE2C	USP9X
UBE2C	YAP1
UBE2C	ZFYVE19
UBE2C	ZRANB2
UBE2D1	UBE2D2
UBE2D1	UBE3A
UBE2D1	UBE3C
UBE2D1	UBE4A
UBE2D1	UBE4B
UBE2D1	UBL7
UBE2D1	UBOX5
UBE2D1	UBQLN1
UBE2D1	UBR5
UBE2D1	UBXN7
UBE2D1	UFL1
UBE2D1	UFM1
UBE2D1	UHRF2
UBE2D1	UNK
UBE2D1	UPP1
UBE2D1	USP34
UBE2D1	USP9X
UBE2D1	UTRN
UBE2D1	VHL
UBE2D1	WDR1
UBE2D1	WDR4
UBE2D1	XIAP
UBE2D1	YAP1
UBE2D1	ZFYVE19
UBE2D1	ZPR1
UBE2D1	ZNFX1
UBE2D1	ZNRF1
UBE2D1	ZNRF2
UBE2D1	ZNRF4
UBE2D1	ZSWIM2
UBE2D2	UBE2L3
UBE2D2	UBE2M
UBE2D2	UBE3A
UBE2D2	UBE4A
UBE2D2	UBE4B
UBE2D2	UBOX5
UBE2D2	UBQLN1
UBE2D2	UBR5
UBE2D2	UBXN7
UBE2D2	UFL1
UBE2D2	UFM1
UBE2D2	UHRF2
UBE2D2	USP9X
UBE2D2	VPRBP
UBE2D2	VPS18
UBE2D2	WWP2
UBE2D2	XIAP
UBE2D2	ZPR1
UBE2D2	ZNFX1
UBE2D2	ZNRF1
UBE2D2	ZNRF2
UBE2D2	ZNRF4
UBE2D3	UBE3A
UBE2D3	UBE4A
UBE2D3	UBE4B
UBE2D3	UBOX5
UBE2D3	UBR5
UBE2D3	UFL1
UBE2D3	UFM1
UBE2D3	UHRF2
UBE2D3	VHL
UBE2D3	WSB1
UBE2D3	WWP2
UBE2D3	XIAP
UBE2D3	XPNPEP1
UBE2D3	ZNRF1
UBE2D3	ZNRF2
UBE2D3	ZNRF4
UBE2D4	UBE4A
UBE2D4	UBOX5
UBE2D4	UBTD1
UBE2D4	UFL1
UBE2D4	UFM1
UBE2D4	UHRF2
UBE2D4	XIAP
UBE2D4	ZNFX1
UBE2D4	ZNRF1
UBE2D4	ZNRF2
UBE2D4	ZNRF4
UBE2E1	UBE2G1
UBE2E1	UBOX5
UBE2E1	UBR5
UBE2E1	UFL1
UBE2E1	UFM1
UBE2E1	USP7
UBE2E1	WWP2
UBE2E1	XIAP
UBE2E1	ZNF827
UBE2E1	ZNRF1
UBE2E1	ZNRF2
UBE2E1	ZNRF4
UBE2E2	UBOX5
UBE2E2	UBR5
UBE2E2	UNG
UBE2E2	XIAP
UBE2E2	ZNRF1
UBE2E3	UBOX5
UBE2E3	UBR5
UBE2E3	UFL1
UBE2E3	UFM1
UBE2E3	WWP2
UBE2E3	ZNRF1
UBE2E3	ZNRF4
UBE2F	WDR77
UBE2G1	UBE3A
UBE2G1	USP8
UBE2G1	WWP2
UBE2G2	UBL4A
UBE2G2	USP15
UBE2G2	VAMP8
UBE2G2	ZNRF4
UBE2H	UBOX5
UBE2H	UBR2
UBE2H	UFC1
UBE2H	USP5
UBE2H	ZBTB17
UBE2I	UCHL1
UBE2I	UHRF2
UBE2I	UIMC1
UBE2I	UNC119
UBE2I	USP8
UBE2I	WHSC1L1
UBE2I	WNK2
UBE2I	WRN
UBE2I	WT1
UBE2I	XIAP
UBE2I	XPO1
UBE2I	XPO7
UBE2I	ZBED1
UBE2I	ZBTB16
UBE2I	ZHX1
UBE2I	ZMYM2
UBE2I	ZMYND11
UBE2I	ZNF106
UBE2I	ZNF451
UBE2I	ZNF646
UBE2I	ZYX
UBE2J1	VCP
UBE2J1	YOD1
UBE2J2	WWP2
UBE2J2	XIAP
UBE2K	UBOX5
UBE2K	UHRF2
UBE2K	VHL
UBE2K	WDR1
UBE2K	WDR61
UBE2K	WWP2
UBE2L3	UBE2V2
UBE2L3	UBE3A
UBE2L3	UBE3C
UBE2L3	UBE4B
UBE2L3	UBOX5
UBE2L3	UBXN1
UBE2L3	UBXN7
UBE2L3	UCHL3
UBE2L3	USP26
UBE2L3	USP34
UBE2L3	USP9X
UBE2L3	VDAC2
UBE2L3	VHL
UBE2L3	WWP1
UBE2L3	WWP2
UBE2L3	XIAP
UBE2L3	YAP1
UBE2L3	ZPR1
UBE2L6	UBE3A
UBE2M	UBE2T
UBE2M	VAMP2
UBE2M	VCP
UBE2M	VHL
UBE2N	UBE2V1
UBE2N	UBE2V2
UBE2N	UFD1L
UBE2N	USP14
UBE2N	VASP
UBE2N	VHL
UBE2N	VPS33B
UBE2N	XIAP
UBE2N	ZDHHC5
UBE2N	ZNRF1
UBE2N	ZNRF2
UBE2N	ZNRF3
UBE2N	ZNRF4
UBE2O	WDR26
UBE2O	XAGE1B
UBE2O	YBX1
UBE2O	ZNF687
UBE2Q2	WDR77
UBE2Q2	XIAP
UBE2R2	UBR7
UBE2R2	WDR4
UBE2R2	YWHAE
UBE2R2	YWHAG
UBE2R2	YWHAH
UBE2S	UBFD1
UBE2S	USP10
UBE2S	VCP
UBE2S	ZC3H14
UBE2S	ZC3H18
UBE2S	ZNF598
UBE2U	VPS11
UBE2U	VPS41
UBE2U	ZSWIM2
UBE2V2	UBXN1
UBE2V2	UBXN7
UBE2V2	UFM1
UBE2V2	USP14
UBE2V2	USP34
UBE2V2	USP9X
UBE2V2	VPS26A
UBE2V2	XIAP
UBE2V2	ZFYVE19
UBE2V2	ZPR1
UBE2V2	ZNRF1
UBE2V2	ZRANB2
UBE2V2	ZYX
UBE2W	UBE4B
UBE2W	UBOX5
UBE2W	UFL1
UBE2W	UFM1
UBE2W	UHRF2
UBE2W	XIAP
UBE2W	ZNRF1
UBE2W	ZNRF4
UBE2Z	UBR1
UBE2Z	UBR2
UBE2Z	UBR3
UBE2Z	WDR12
UBE2Z	XPO1
UBE3A	UBQLN1
UBE3A	UBQLN2
UBE3A	UBXN1
UBE3A	UFD1L
UBE3A	UNC45A
UBE3A	USP14
UBE3A	XRCC6
UBE3A	YWHAE
UBE3A	YWHAZ
UBE3C	USP13
UBE3C	UTRN
UBE3C	WDR74
UBE3C	WDR92
UBE4B	UBQLN1
UBE4B	UBXN1
UBE4B	UBXN7
UBE4B	UCHL3
UBE4B	UFM1
UBE4B	USP34
UBE4B	USP9X
UBE4B	VAV2
UBE4B	VPS26A
UBE4B	VPS29
UBE4B	VPS35
UBE4B	VPS36
UBE4B	VPS4B
UBE4B	XPC
UBE4B	ZFYVE19
UBE4B	ZPR1
UBE4B	ZRANB2
UBFD1	VCL
UBFD1	YWHAG
UBFD1	YWHAH
UBFD1	YWHAQ
UBFD1	ZNF622
UBIAD1	VEGFA
UBL4A	UBQLN1
UBL4A	UFD1L
UBL4A	UQCRC1
UBL4A	USMG5
UBL4A	USP13
UBL4A	VAPB
UBL4A	VCP
UBL4A	WDR20
UBL4A	WDR77
UBL4A	YWHAE
UBL5	WDR83
UBL7	UBQLN1
UBL7	UBQLN2
UBL7	UCHL3
UBL7	USP34
UBL7	USP9X
UBL7	VPS29
UBL7	ZPR1
UBL7	ZRANB2
UBL7	ZYX
UBLCP1	ZFAND5
UBN1	WDR36
UBN1	ZNF606
UBOX5	USP2
UBOX5	VCP
UBP1	USP5
UBP1	WDR4
UBP1	WWP2
UBP1	ZNF184
UBQLN1	UBQLN2
UBQLN1	UBQLN4
UBQLN1	UBXN1
UBQLN1	UBXN4
UBQLN1	UCHL3
UBQLN1	UNK
UBQLN1	USP34
UBQLN1	USP9X
UBQLN1	VCP
UBQLN1	VIM
UBQLN1	VPS26A
UBQLN1	VPS4B
UBQLN1	WDFY1
UBQLN1	WIBG
UBQLN1	YBX1
UBQLN1	YBX2
UBQLN1	YBX3
UBQLN1	ZBTB11
UBQLN1	ZC3HAV1
UBQLN1	ZG16
UBQLN1	ZRANB2
UBQLN2	UBQLN4
UBQLN2	USP34
UBQLN2	USP9X
UBQLN2	VBP1
UBQLN2	WDR4
UBQLN2	YAP1
UBQLN2	ZFYVE19
UBQLN2	ZRANB2
UBQLN4	UBR7
UBQLN4	UBXN1
UBQLN4	UNC119
UBQLN4	UROS
UBQLN4	USMG5
UBQLN4	USP34
UBQLN4	VIP
UBQLN4	VPS26A
UBQLN4	VPS4B
UBQLN4	WAC
UBQLN4	YWHAQ
UBQLN4	ZBTB22
UBQLN4	ZDHHC3
UBQLN4	ZFPM2
UBQLN4	ZFYVE19
UBQLN4	ZG16
UBQLN4	ZG16B
UBQLN4	ZNF205
UBQLN4	ZPR1
UBR1	UBXN1
UBR1	UBXN7
UBR1	UCHL3
UBR1	USP5
UBR1	VCL
UBR1	XPO1
UBR1	ZNF593
UBR2	UBXN1
UBR2	UBXN7
UBR4	UBXN1
UBR4	UBXN7
UBR4	USP9X
UBR4	VCP
UBR4	VIM
UBR4	ZEB1
UBR5	UBXN1
UBR5	UBXN7
UBR5	USP49
UBR5	UTP15
UBR5	VCP
UBR5	VHL
UBR5	VPRBP
UBR5	WDR43
UBR5	WDR48
UBR7	VPS33A
UBTF	WDR70
UBTF	YEATS4
UBTF	ZMYM2
UBXN1	UFC1
UBXN1	UFD1L
UBXN1	UFM1
UBXN1	UNC45A
UBXN1	UNK
UBXN1	USP32
UBXN1	USP34
UBXN1	USP9X
UBXN1	VAMP2
UBXN1	VCP
UBXN1	VCPIP1
UBXN1	VPS4B
UBXN1	VTA1
UBXN1	WDR20
UBXN1	YWHAE
UBXN1	ZFYVE19
UBXN1	ZPR1
UBXN10	UFD1L
UBXN10	VCP
UBXN11	VCP
UBXN11	VCPIP1
UBXN11	ZFYVE9
UBXN2A	VCPIP1
UBXN2B	VCPIP1
UBXN4	VCP
UBXN6	UFD1L
UBXN6	UGGT1
UBXN6	VCPIP1
UBXN6	VCPKMT
UBXN6	VPS39
UBXN6	XPO6
UBXN6	ZC3H7B
UBXN7	UCHL3
UBXN7	UFC1
UBXN7	UFD1L
UBXN7	UFM1
UBXN7	USP34
UBXN7	USP9X
UBXN7	VCP
UBXN7	VHL
UBXN7	VPRBP
UBXN7	VPS26A
UBXN7	WDR11
UBXN7	WDR26
UBXN7	YAP1
UBXN7	ZFYVE19
UBXN7	ZPR1
UBXN7	ZRANB2
UBXN7	ZYX
UBXN8	UFD1L
UBXN8	VCP
UBXN8	VCPIP1
UCHL1	USP21
UCHL1	VHL
UCHL1	WDR82
UCHL3	UNK
UCHL3	USP20
UCHL3	USP34
UCHL3	USP48
UCHL3	USP5
UCHL3	USP9X
UCHL3	VPS33B
UCHL3	XIAP
UCHL3	YAP1
UCHL3	ZFYVE19
UCHL3	ZNF593
UCHL3	ZRANB2
UCHL3	ZYX
UCHL5	UNC45A
UCHL5	USP12
UCHL5	USP14
UCHL5	WDR61
UCHL5	XPO5
UCHL5	YWHAZ
UCK2	UPP1
UCP2	YWHAB
UCP2	YWHAG
UCP2	YWHAQ
UCP2	YWHAZ
UCP3	YWHAB
UCP3	YWHAG
UCP3	YWHAQ
UCP3	YWHAZ
UFC1	UFM1
UFC1	UNK
UFC1	USP34
UFC1	USP9X
UFC1	VCL
UFC1	VHL
UFC1	ZFYVE19
UFC1	ZPR1
UFC1	ZYX
UFD1L	UNC45A
UFD1L	USP13
UFD1L	VCP
UFD1L	VCPIP1
UFD1L	VIMP
UFD1L	VPS33B
UFD1L	YOD1
UFM1	USP34
UFM1	USP9X
UFM1	VDAC1
UFM1	YAP1
UFM1	ZFYVE19
UFM1	ZPR1
UGDH	UGT1A1
UGDH	XPO5
UGGT1	UNC45A
UGGT1	WISP1
UGGT1	ZW10
UGP2	USP15
UGP2	VASN
UGP2	ZYX
UHRF1	UHRF1BP1
UHRF1	UHRF2
UHRF1	USP11
UHRF1	USP7
UHRF1	ZPR1
UHRF2	USP7
UHRF2	YY1
UHRF2	ZNF131
UIMC1	WDR48
ULK1	USP10
ULK2	ZNF32
ULK3	VCP
ULK3	WDR82
ULK4	YWHAQ
UMPS	USP50
UMPS	ZNF227
UNC119	ZAK
UNC119	ZFP64
UNC119	ZNF24
UNC13B	VAMP2
UNC13B	WDR48
UNC13D	VPS37B
UNC13D	XRN2
UNC45A	USP1
UNC45A	USP14
UNC45A	USP19
UNC45A	WDR5
UNC45A	WRAP73
UNC79	YWHAQ
UNC80	ZNF687
UNC80	ZNF827
UNC93B1	YIPF5
UNG	VPRBP
UNK	USP34
UNK	USP9X
UNK	VPS26A
UNK	YAP1
UNK	ZFYVE19
UNK	ZRANB2
UPF1	UPF2
UPF1	UPF3A
UPF1	UPF3B
UPF1	URM1
UPF1	VPS35
UPF1	XRN1
UPF1	YWHAQ
UPF1	YWHAZ
UPF2	UPF3A
UPF2	UPF3B
UPF2	XRN1
UPF2	XRN2
UPF2	ZFP36
UPF2	ZNF408
UPF3A	UPF3B
UPF3A	XRN1
UPF3B	USP21
UPF3B	WBP11
UPF3B	WIBG
UPK1A	UPK2
UPK1B	UPK3A
UPP1	VIM
UPP1	WBP2
UPP1	WDR45B
UPP1	YRDC
UPP2	VIM
UQCC2	VHL
UQCR11	UQCRQ
UQCR11	WNT2
UQCRB	UQCRFS1
UQCRC1	UQCRC2
UQCRC2	ZNF326
UQCRFS1	USP7
UQCRFS1	VAPB
UQCRFS1	VHL
UQCRFS1	ZNF454
URGCP	VIM
URI1	UXT
URM1	USP15
URM1	USP47
URM1	USP5
URM1	VCL
URM1	XPO1
UROD	VIM
USF1	WDR5
USF1	XRCC5
USF1	XRCC6
USH1C	USHBP1
USH1C	WDR61
USO1	USP28
USO1	VCL
USO1	XIAP
USO1	YKT6
USO1	ZNF593
USP1	USP4
USP1	VPS26A
USP1	VPS36
USP1	WDR5
USP10	USP15
USP10	VCP
USP10	WAPL
USP10	ZC3H18
USP10	ZNF281
USP11	USP15
USP11	USP4
USP11	USP7
USP11	WBP5
USP11	WRAP53
USP11	WRNIP1
USP11	XIAP
USP11	XPC
