TF	genetarget
ILF3	PPP2R5D
ILF3	RAN
ILF3	RCC1
ILF3	REEP5
ILF3	RNF126
ILF3	RNF26
ILF3	SMARCC1
ILF3	SNRPB
ILF3	SNRPD1
ILF3	STX5
ILF3	TFAM
ILF3	TXNDC12
ILF3	XPO5
ILF3	YARS
ILF3	BIRC5
ILF3	PLAU
IFI16	RPS6KA3
IFI16	BRCA1
IFI16	ICAM1
IFI16	WT1
IGF2BP3	ARL6IP6
IGF2BP3	AURKA
IGF2BP3	BUB1
IGF2BP3	C1GALT1
IGF2BP3	C3orf18
IGF2BP3	COX7A1
IGF2BP3	DES
IGF2BP3	ECT2
IGF2BP3	HBB
IGF2BP3	HMMR
IGF2BP3	HSPB2
IGF2BP3	KIF14
IGF2BP3	KNTC1
IGF2BP3	MCF2L
IGF2BP3	NEIL3
IGF2BP3	PGM5
IGF2BP3	PRKDC
IGF2BP3	SGOL2
IGF2BP3	WDHD1
IFT80	ARHGAP6
IFT80	SFTPC
IFT80	SOX17
IFT80	STXBP6
ID4	PTN
ID4	BRCA1
ID4	SOX2
IGFBP3	FGG
ING1	BYSL
ING1	DCTN5
ING1	DEF8
ING1	DGUOK
ING1	DTYMK
ING1	EDC3
ING1	GORASP2
ING1	GTF3C2
ING1	ING5
ING1	NOLC1
ING1	RANGAP1
ING1	RFC2
ING1	TXNDC12
ING1	WARS2
ING1	XPO5
ING1	AFP
ING1	BAX
ING1	PCNA
IKZF1	C16orf54
IKZF1	CD52
IKZF1	CD69
IKZF1	CYSLTR1
IKZF1	HMHA1
IKZF1	MYO1G
IKZF1	NCF4
IKZF1	RBM19
IKZF1	ZNF460
IKZF1	HEATR5A
IKZF1	PRDM8
IFT122	FOXN3
IGHMBP2	AQP12A
IGHMBP2	ARFGEF1
IGHMBP2	ARHGAP1
IGHMBP2	ARHGAP30
IGHMBP2	ARR3
IGHMBP2	ART1
IGHMBP2	ASXL3
IGHMBP2	ATP6V0D2
IGHMBP2	BAIAP2
IGHMBP2	BFSP2
IGHMBP2	BHMT
IGHMBP2	C1orf61
IGHMBP2	CACNG6
IGHMBP2	CETN1
IGHMBP2	CHERP
IGHMBP2	CLCNKB
IGHMBP2	CNDP1
IGHMBP2	CNR2
IGHMBP2	DNAJA4
IGHMBP2	DNAJB13
IGHMBP2	DNAJC5G
IGHMBP2	E2F4
IGHMBP2	EFNB3
IGHMBP2	EPHB1
IGHMBP2	EPOR
IGHMBP2	EPSTI1
IGHMBP2	ERCC4
IGHMBP2	FHAD1
IGHMBP2	FHIT
IGHMBP2	FOXR2
IGHMBP2	GALNT14
IGHMBP2	GRK5
IGHMBP2	HBB
IGHMBP2	IL17D
IGHMBP2	JAK1
IGHMBP2	KCNB2
IGHMBP2	KIF5A
IGHMBP2	KLC3
IGHMBP2	KLHDC4
IGHMBP2	KTN1
IGHMBP2	LHX3
IGHMBP2	LMF1
IGHMBP2	MESP2
IGHMBP2	MEX3C
IGHMBP2	MPV17L
IGHMBP2	NETO2
IGHMBP2	NLN
IGHMBP2	NMUR2
IGHMBP2	NOS1
IGHMBP2	OGFOD2
IGHMBP2	OR5L2
IGHMBP2	OTUB1
IGHMBP2	PARD6G
IGHMBP2	PDE5A
IGHMBP2	PEG10
IGHMBP2	PIP5K1B
IGHMBP2	PLXDC1
IGHMBP2	PSMB5
IGHMBP2	RAB28
IGHMBP2	RBM12B
IGHMBP2	RNF208
IGHMBP2	SAR1B
IGHMBP2	SCAMP4
IGHMBP2	SETMAR
IGHMBP2	SFT2D1
IGHMBP2	SLA
IGHMBP2	SLC34A3
IGHMBP2	SLC6A3
IGHMBP2	SPAG17
IGHMBP2	SPATA8
IGHMBP2	SRCAP
IGHMBP2	ST3GAL3
IGHMBP2	STEAP3
IGHMBP2	SVEP1
IGHMBP2	TMC2
IGHMBP2	TMEM174
IGHMBP2	TMEM189-UBE2V1
IGHMBP2	TTC13
IGHMBP2	WNT6
IGHMBP2	XDH
INTS8	NSMCE4A
INPP5D	RAC2
INHBC	ART1
INHBC	ASXL3
INHBC	BFSP2
INHBC	CD80
INHBC	CETN1
INHBC	CHERP
INHBC	CNR2
INHBC	DNAJA4
INHBC	DNAJC5G
INHBC	DYRK1A
INHBC	E2F4
INHBC	EFNB3
INHBC	ERCC4
INHBC	GCNT2
INHBC	IL1RAPL2
INHBC	JAK1
INHBC	LHX3
INHBC	MESP2
INHBC	MFSD1
INHBC	OR1D2
INHBC	OR51M1
INHBC	OR52A1
INHBC	OR5L2
INHBC	PSEN1
INHBC	PSG6
INHBC	RBM12B
INHBC	RNF32
INHBC	SETMAR
INHBC	SFT2D1
INHBC	SIGLEC6
INHBC	SLAMF6
INHBC	SLC34A3
INHBC	SPAG17
INHBC	SPATA8
INHBC	SRCAP
INHBC	SVEP1
INHBC	TAAR2
INHBC	TMEM189-UBE2V1
INHBC	TTC13
INHBC	WNT6
INHBC	ZCCHC7
ING5	CDC5L
ING5	PSPC1
IPO11	C9orf114
IPO11	CHAC2
IPO11	EIF3M
IPO11	HMGN3
IPO11	KLHL7
IPO11	LIN9
IRF3	NME1-NME2
IRF3	SLC35C2
IRF3	SULT2B1
IRF3	SH3BP1
IRF3	PDXP
IRF3	ABCC2
IRF3	IFNA1
IRF3	IFNB1
IRF3	IFNL1
IRF3	MAVS
IRF3	SOCS2
IRF3	TLR4
IRX3	IRX5
ISG20L2	BRD7
ISG20L2	CNR2
ISG20L2	HSPA14
ISG20L2	NUP93
ISG20L2	POMZP3
ISG20L2	RNF138
ISG20L2	SEC61B
ISG20L2	SNRPD3
ISG20L2	TMEM183A
IRF8	CD52
IRF8	VNN2
IRF8	CFLAR
IRF8	IL1B
IRF8	TLR4
ITIH2	E2F4
JUN	ATF3
JUN	ATP5F1
JUN	CAMLG
JUN	CEBPB
JUN	ECT2
JUN	MPP1
JUN	POLA1
JUN	POLR2D
JUN	PSMD1
JUN	RALGDS
JUN	RHCE
JUN	RXRA
JUN	HSPA13
JUN	TCEA1
JUN	ZMYM2
JUN	BAP1
JUN	MAML1
JUN	SEC16A
JUN	KIAA0368
JUN	DFNB31
JUN	IPCEF1
JUN	UBQLN1
JUN	MRPS17
JUN	FAM120C
JUN	SLC29A3
JUN	SH3GLB2
JUN	SPPL2B
JUN	CLK4
JUN	FAM135A
JUN	RNF25
JUN	TMEM106C
JUN	WDR77
JUN	PARP10
JUN	ZDHHC12
JUN	RHOT2
JUN	CCDC102A
JUN	DAB2IP
JUN	PXT1
JUN	LACE1
JUN	ZNF326
JUN	AGBL3
JUN	MAFA
JUN	NAT1
JUN	ADH1A
JUN	AGTR2
JUN	AMD1
JUN	APOE
JUN	APP
JUN	FAS
JUN	BCHE
JUN	CD5
JUN	CD22
JUN	CD80
JUN	CD69
JUN	CDC42
JUN	CGA
JUN	CLU
JUN	CCR5
JUN	CCR7
JUN	CSF1R
JUN	CSTB
JUN	CYP11A1
JUN	DBH
JUN	EGR1
JUN	EHHADH
JUN	ELN
JUN	ERCC1
JUN	ETS2
JUN	GJA1
JUN	GM2A
JUN	GNRH1
JUN	GUCA2B
JUN	HEXB
JUN	ICAM1
JUN	IFNB1
JUN	IGFBP2
JUN	IL7R
JUN	IL12B
JUN	KRT16
JUN	LOX
JUN	SMAD7
JUN	MEP1B
JUN	MET
JUN	MGP
JUN	MMP19
JUN	NCL
JUN	NGF
JUN	NHLH2
JUN	NOS2
JUN	NTRK3
JUN	OXT
JUN	SERPINB2
JUN	PLAT
JUN	PLAUR
JUN	PRKCB
JUN	PSAP
JUN	PTGS2
JUN	SPRR2A
JUN	TGFB1
JUN	TH
JUN	SEC62
JUN	TNFAIP6
JUN	TNNC1
JUN	UBTF
JUN	SCGB1A1
JUN	UGT2B17
JUN	VAV1
JUN	VEGFA
JUN	BFSP2
JUN	PDE5A
JUN	TNFRSF10A
JUN	NOL3
JUN	CELSR1
JUN	FGFBP1
JUN	TCIRG1
JUN	EXOC3
JUN	MTCH1
JUN	CD209
JUN	BATF3
JUN	ALOX12
JUN	APOC3
JUN	AR
JUN	BECN1
JUN	BRCA1
JUN	CA2
JUN	CREM
JUN	CSF2
JUN	CTSL
JUN	DCN
JUN	FASLG
JUN	FGF7
JUN	GCLC
JUN	IBSP
JUN	IL1A
JUN	IL1B
JUN	IL6
JUN	LDHA
JUN	LGALS3
JUN	MAP3K1
JUN	NEFL
JUN	NQO1
JUN	OPRM1
JUN	PLAU
JUN	PTN
JUN	RARG
JUN	RHOB
JUN	SOD2
JUN	TNFRSF1B
JUND	EGR1
JUND	MYL6
JUND	TCEB1
JUND	TIMM8A
JUND	TPRKB
JUND	APRT
JUND	ATP5F1
JUND	BLVRA
JUND	CDK2
JUND	CCR7
JUND	GFRA2
JUND	HOXB2
JUND	OAT
JUND	PCBP2
JUND	PEPD
JUND	POLR2D
JUND	PPP1CA
JUND	RALGDS
JUND	RPL18A
JUND	RPN1
JUND	RXRA
JUND	ATXN1
JUND	SNX2
JUND	TLR5
JUND	TSPAN4
JUND	ZNF185
JUND	MAPKAPK3
JUND	SNAP23
JUND	RGS9
JUND	PTTG1
JUND	VAMP3
JUND	ZNF516
JUND	SEC16A
JUND	KIAA0020
JUND	MYL9
JUND	CCT7
JUND	FAM189B
JUND	PTGES3
JUND	CPLX2
JUND	ADRM1
JUND	PALLD
JUND	ZSWIM8
JUND	NBEAL2
JUND	MAU2
JUND	SLC44A1
JUND	DFNB31
JUND	ANKRD17
JUND	APPL1
JUND	BBS9
JUND	N6AMT1
JUND	UBQLN1
JUND	SHANK1
JUND	CUTC
JUND	GLRX5
JUND	PCBP3
JUND	GAR1
JUND	CCSER2
JUND	ARMCX6
JUND	DGCR8
JUND	CCNJ
JUND	PAF1
JUND	BIVM
JUND	ANKHD1
JUND	TRIM68
JUND	ARMC1
JUND	MED29
JUND	SPPL2B
JUND	PRDM11
JUND	VPS18
JUND	METTL17
JUND	C6orf106
JUND	KLC2
JUND	KDELC1
JUND	WDR77
JUND	APOO
JUND	CORO7
JUND	LAS1L
JUND	ROPN1L
JUND	FSD1L
JUND	NKD1
JUND	NAV1
JUND	PPP1R3F
JUND	WDR34
JUND	COL23A1
JUND	TADA2B
JUND	FAM210A
JUND	C1orf122
JUND	FITM2
JUND	GNPDA2
JUND	DAB2IP
JUND	ZNF746
JUND	ZFP1
JUND	UBXN2A
JUND	XKR7
JUND	MAFA
JUND	MED11
JUND	ANKHD1-EIF4EBP3
JUND	NQO1
JUND	HGF
JUND	PLAT
JUND	TGFB1
JUND	CCR4
JUND	CLU
JUND	FGFBP1
JUND	GCLC
JUND	IL6
JUND	ITGAV
JUND	NOS2
JUND	NQO2
JUND	PLAUR
JUND	PTGS2
JUND	SOX4
KBTBD2	ANKHD1-EIF4EBP3
KBTBD2	ARFGEF1
KBTBD2	C5orf22
KBTBD2	CAB39
KBTBD2	CLINT1
KBTBD2	DDX3X
KBTBD2	EXOC5
KBTBD2	FOXJ3
KBTBD2	HIPK3
KBTBD2	KIF5B
KBTBD2	MAPKAP1
KBTBD2	PHTF2
KBTBD2	RAB5A
KBTBD2	RAB6A
KBTBD2	RHEB
KBTBD2	RPL14
KBTBD2	SEC23A
KBTBD2	SYPL1
KBTBD2	VAMP3
KBTBD2	ZFAND3
KBTBD2	ZNF44
KARS	ACP1
KARS	ACTR5
KARS	ADRM1
KARS	AHCY
KARS	AK2
KARS	ARMCX3
KARS	BMS1
KARS	C1QBP
KARS	C9orf114
KARS	GORASP2
KARS	MRPL11
KARS	MRPL12
KARS	MRPL37
KARS	MRPS17
KARS	MYO19
KARS	NMD3
KARS	NOLC1
KARS	NSMCE4A
KARS	PA2G4
KARS	PGK1
KARS	PHB
KARS	POLR3C
KARS	PSMA2
KARS	PSMD3
KARS	RAN
KARS	RCC1
KARS	RFC2
KARS	RPP40
KARS	SAAL1
KARS	SRM
KARS	TIMM44
KARS	TPRKB
KARS	TTC27
KARS	TUFM
KARS	WBSCR16
KARS	WDR77
KARS	XPO5
KARS	YBX1
KARS	ZBTB4
KARS	ZC3H8
KARS	ZNF207
KBTBD4	AP2S1
KBTBD4	DNAJC14
KBTBD4	GTF3C2
KBTBD4	KLHL12
KBTBD4	OTUB1
KBTBD4	PPP5C
KBTBD4	PSPC1
KLF6	ATP5J2
KLF6	MRPL11
KLF6	PARP2
KLF6	PDXP
KLF6	PIGL
KLF6	SOCS3
KLF6	TMEM177
KLF6	ASAH1
KLF6	ATF3
KLF6	CDH1
KLF6	CERS2
KLF6	CGB5
KLF6	NOS2
KLF6	PSG3
KLF6	PTTG1
KLF6	TXNIP
KHDRBS1	AR
KLC3	ABCC8
KLC3	APPL2
KLC3	AQP12A
KLC3	ART1
KLC3	CETN1
KLC3	CHERP
KLC3	CNTROB
KLC3	DNAJC5G
KLC3	E2F4
KLC3	EDC3
KLC3	EFNB3
KLC3	ERCC4
KLC3	FHAD1
KLC3	FOXR2
KLC3	HHLA1
KLC3	HRH3
KLC3	KCNB2
KLC3	KLHDC4
KLC3	MBD6
KLC3	MESP2
KLC3	NMUR2
KLC3	OGFOD2
KLC3	PTCHD2
KLC3	RNF208
KLC3	ROCK1
KLC3	SCAMP4
KLC3	SLA
KLC3	SLC34A3
KLC3	SPAG17
KLC3	SRCAP
KLC3	STEAP3
KLC3	TMC2
KLC3	TMCC1
KLC3	TTC13
KLC3	USP4
KLC3	UTP20
KLC3	WNT6
KLHDC3	SLC29A1
KLHDC2	BBS1
KLHL12	DNAJC14
KLHL12	RBBP4
KLHL12	ZNF44
KLHL20	RAB5A
KLHL18	C18orf25
KLHL18	MAPKAP1
KLHL18	MRPL11
KLHL18	MRPL39
KLHL18	MRPS30
KLHL18	UBE2G1
KLHL7	AURKA
KLHL7	CENPH
KLHL7	CEP192
KLHL7	CHAC2
KLHL7	DEF8
KLHL7	EIF5A2
KLHL7	FH
KLHL7	IPO11
KLHL7	LIN9
KLHL7	MRPL4
KLHL7	NUP155
KLHL7	PHTF2
KLHL7	PTGES2
KLHL7	TNRC6B
KLHL7	UROS
KLHL7	XRCC4
KNTC1	ATAD5
KNTC1	BRCA1
KNTC1	BUB1
KNTC1	CDK2
KNTC1	CDT1
KNTC1	COX7A1
KNTC1	DES
KNTC1	ECT2
KNTC1	HELLS
KNTC1	HMMR
KNTC1	KIF14
KNTC1	KIF4A
KNTC1	MSH2
KNTC1	PGM5
KNTC1	POLA1
KNTC1	PRKDC
KNTC1	RFC4
KNTC1	RFC5
KNTC1	SEC16A
KNTC1	SGOL2
KNTC1	SMC2
KNTC1	UHRF1
KNTC1	WDHD1
KNTC1	ZNF326
KRIT1	PTGES2
KRIT1	ZNF12
KPNA4	ARL8B
KPNA4	C5orf22
KPNA4	C6orf106
KPNA4	CAB39
KPNA4	EIF5
KPNA4	EXOC5
KPNA4	FAM49B
KPNA4	FBXO38
KPNA4	FOXJ3
KPNA4	GOPC
KPNA4	HIPK3
KPNA4	KBTBD2
KPNA4	KIF5B
KPNA4	MAPKAP1
KPNA4	NMD3
KPNA4	PHTF2
KPNA4	PPP6C
KPNA4	PPTC7
KPNA4	RHEB
KPNA4	SLAIN2
KPNA4	TSC22D2
KPNA4	ZFAND3
KPNA3	DLG1
KPNA3	NUDCD3
KPNA3	PPTC7
KPNA3	QKI
KPNA3	SLAIN2
KPNA3	TAF5L
KRR1	ANKRD17
KRR1	EIF3M
KRR1	HNRNPA2B1
KRR1	LUC7L2
KRR1	SSB
KRR1	TAF5L
KRR1	WDHD1
KRR1	YEATS4
KRR1	ZNF277
KPNA1	ABL2
KPNA1	ATF1
KPNA1	C18orf25
KPNA1	C5orf22
KPNA1	CAB39
KPNA1	DBT
KPNA1	DCUN1D1
KPNA1	EIF4G1
KPNA1	EXOC5
KPNA1	FBXO38
KPNA1	FKBP15
KPNA1	FOXJ3
KPNA1	FOXN2
KPNA1	KBTBD2
KPNA1	MAPKAP1
KPNA1	NMD3
KPNA1	PHTF2
KPNA1	PIP4K2B
KPNA1	PRICKLE3
KPNA1	RAB6A
KPNA1	RABL3
KPNA1	SCYL2
KPNA1	SLC40A1
KPNA1	TBC1D20
KPNA1	TMEM189-UBE2V1
KPNA1	TMEM64
KPNA1	YWHAZ
KPNA1	ZDHHC20
KPNA1	ZFAND3
KPNA5	EXOC5
KPNA5	SPAST
KPNA5	TRIM23
KRT7	ADK
KRT7	AQP12A
KRT7	ARR3
KRT7	ART1
KRT7	BAIAP2
KRT7	CACNG6
KRT7	CHERP
KRT7	CLCNKB
KRT7	DNAJA4
KRT7	E2F4
KRT7	EPHB1
KRT7	FHIT
KRT7	GALNT14
KRT7	GPR52
KRT7	GRK5
KRT7	IL17D
KRT7	KCNK16
KRT7	KLC3
KRT7	KRTAP3-1
KRT7	NKX1-1
KRT7	NMUR2
KRT7	PDE5A
KRT7	PTCHD2
KRT7	SLC34A3
KRT7	SRCAP
KRT7	SYT12
KRT7	TMC2
KRT7	TTC13
KRT7	WNT6
KRT7	ZNF277
LANCL1	C5orf22
LANCL1	COPS8
LANCL1	MKRN2
KRT19	AGR2
KRT19	CD24
KRT19	CDH1
KRT19	TACSTD2
LARP4	ASXL2
LARP4	CDC5L
LARP4	CSNK1A1
LARP4	EXOC5
LARP4	FOXJ3
LARP4	GOPC
LARP4	KIF5B
LARP4	MAPKAP1
LARP4	MCM3AP
LARP4	NUP160
LARP4	PHTF2
LARP4	PSPC1
LARP4	PTGES2
LARP4	RHEB
LARP4	SCYL2
LARP4	SLAIN2
LARP4	USP10
KRT8	DSP
LAMA4	CALD1
LAMA4	CCDC80
LAMA4	COL12A1
LAMA4	COL4A1
LAMA4	HMCN1
LAMA4	JAM3
LAMA4	MCAM
LAMA4	SPARC
LGALS9	BIN2
LGALS9	CD52
LGALS9	FGD2
LGALS9	MS4A7
LGALS9	PARP14
LGALS9	SLA
LGALS9	TNFRSF1B
LARP1	CBX4
LARP1	EARS2
LARP1	EIF4G1
LARP1	POMZP3
LARP1	SENP3
LARP1	SF3A1
LDB3	ALPI
LDB3	CAPZB
LDB3	CLTA
LDB3	CNTROB
LDB3	DMPK
LDB3	FBXO40
LDB3	MBD6
LDB3	MYO18A
LDB3	NKAIN4
LDB3	PWWP2B
LDB3	ROCK1
LDB3	STAB2
LDB3	STX5
LDB3	SYDE1
LDB3	TCAP
LDB3	TMCC1
LDB3	TNNI1
LDB3	TNNT2
LDB3	ZNF286A
LIMD1	CACNG6
LIMD1	DNAJA4
LIMD1	EPSTI1
LIMD1	EXOC3L2
LIMD1	FASTK
LIMD1	FHAD1
LIMD1	GRK5
LIMD1	MPV17L
LIMD1	PDE5A
LIMD1	PIP5K1B
LIMD1	PLXDC1
LIMD1	POMGNT1
LIMD1	SPATA8
LIMD1	SYNPO
LIMD1	TMEM132D
LMAN2	MESDC2
LIG1	ACD
LIG1	AIFM3
LIG1	AK2
LIG1	BUB3
LIG1	C16orf59
LIG1	C2orf49
LIG1	CBX2
LIG1	CBX5
LIG1	CCNB2
LIG1	CDC20
LIG1	CDCA5
LIG1	CENPM
LIG1	CFLAR
LIG1	CHEK2
LIG1	COPS7B
LIG1	CSTF2
LIG1	DTYMK
LIG1	DUT
LIG1	FANCG
LIG1	GINS2
LIG1	KIF4A
LIG1	LMNB2
LIG1	MAPKAP1
LIG1	NLE1
LIG1	NME1-NME2
LIG1	NR2C2AP
LIG1	NUP93
LIG1	POLQ
LIG1	PSMC3IP
LIG1	PTTG1
LIG1	RUVBL2
LIG1	SLC25A15
LIG1	SMARCC1
LIG1	SNRPB
LIG1	STX5
LIG1	TIMELESS
LIG1	TRAIP
LMCD1	SORBS1
LMO7	AQP12A
LMO7	ATP6V0D2
LMO7	CHERP
LMO7	HBB
LMO7	MEX3C
LMO7	OTUB1
LMO7	RAB28
LMO7	RBM12B
LMO7	SLC34A3
LMO7	ST3GAL3
LMO7	TTC13
LMX1B	COL4A1
LMX1B	NPHS2
LNPEP	EPS15
LNPEP	SPIN1
LONRF2	GPRASP1
LONRF2	PBX1
LPXN	ARHGAP30
LPXN	RAC2
MBD1	ARHGDIA
MBD1	BCL2L13
MBD1	EXOC5
MBD1	FBXO38
MBD1	FKBP15
MBD1	PPP2R5D
MBD1	ROCK1
MBD1	SLAIN2
MBD1	STX3
MBD1	TRIM8
MBD1	VAMP3
MBD1	WDR1
MAPK8IP3	MBD6
MAPK8IP3	NKAIN4
MAPK8IP3	PWWP2B
MAPK8IP3	TMCC1
MAFG	NQO1
MAZ	ACLY
MAZ	AP2A1
MAZ	AP2S1
MAZ	ARHGDIA
MAZ	CALR
MAZ	CAPZB
MAZ	CBX4
MAZ	CDK2
MAZ	FZR1
MAZ	GTF3C2
MAZ	HMX1
MAZ	HSF1
MAZ	KCNH2
MAZ	PHF23
MAZ	PIP5K1A
MAZ	PPP5C
MAZ	PWWP2B
MAZ	RANGAP1
MAZ	RBBP4
MAZ	RFC5
MAZ	RNF26
MAZ	SENP3
MAZ	THADA
MAZ	TMCC1
MAZ	TUBA1A
MAZ	UBE2I
MAZ	UBTF
MAZ	WDR6
MAZ	XPO5
MAZ	YWHAE
MAZ	SLC25A4
MAZ	CA2
MAZ	CD59
MAZ	CSTF2
MAZ	DGKQ
MAZ	GALNS
MAZ	GUK1
MAZ	PRMT1
MAZ	MAP3K1
MAZ	MUTYH
MAZ	NFE2L1
MAZ	PAX5
MAZ	PVRL2
MAZ	RAP1GDS1
MAZ	UPF1
MAZ	SMARCD2
MAZ	TULP3
MAZ	SLC7A5
MAZ	PPFIA3
MAZ	ADAM15
MAZ	BUB3
MAZ	STK17A
MAZ	TRIP4
MAZ	PDE4DIP
MAZ	IPO13
MAZ	AQR
MAZ	DNAL4
MAZ	OPTN
MAZ	LHFPL2
MAZ	CDK2AP2
MAZ	CAP1
MAZ	RUNDC3A
MAZ	PRDX3
MAZ	COG2
MAZ	SHANK2
MAZ	EFR3B
MAZ	BCL2L13
MAZ	POLDIP2
MAZ	CYFIP2
MAZ	PDCD4
MAZ	NKIRAS1
MAZ	ITSN2
MAZ	PRELID3B
MAZ	MRPS16
MAZ	ATL1
MAZ	FKBP7
MAZ	TRAPPC2L
MAZ	INPP5K
MAZ	COQ3
MAZ	NLE1
MAZ	NSMCE4A
MAZ	TRMT61B
MAZ	RIF1
MAZ	AGPAT5
MAZ	FLVCR2
MAZ	CACNA2D3
MAZ	ZNF395
MAZ	CCBL2
MAZ	ZNF687
MAZ	EP400
MAZ	ABHD17C
MAZ	ZFAND3
MAZ	LIN7B
MAZ	RMND5B
MAZ	LMF1
MAZ	PLEKHA3
MAZ	AKIRIN1
MAZ	SAP30L
MAZ	CAMKMT
MAZ	NEK11
MAZ	ZNF442
MAZ	THAP7
MAZ	NPL
MAZ	C1orf21
MAZ	CCDC3
MAZ	SETDB2
MAZ	RASSF4
MAZ	TOMM40L
MAZ	NAA38
MAZ	PPP1R9B
MAZ	PERM1
MAZ	SYDE1
MAZ	CHMP7
MAZ	TADA2B
MAZ	ORMDL3
MAZ	TP53INP1
MAZ	NACC1
MAZ	C1QTNF6
MAZ	LRRC58
MAZ	TMEM170A
MAZ	ZNF441
MAZ	CARNMT1
MAZ	E2F7
MAZ	LSM14B
MAZ	PPM1L
MAZ	C4orf45
MAZ	RNF168
MAZ	ZNF740
MAZ	ZNF775
MAZ	ZNF568
MAZ	MIA3
MAZ	C12orf75
MAZ	NBPF9
MAZ	RBMXL1
MAZ	CCDC61
MAZ	HSPE1-MOB4
MAZ	CLCNKA
MAZ	TSG101
MEF2C	UCHL3
MEF2C	TINF2
MEF2C	MRPL11
MEF2C	CPT1B
MEF2C	MECP2
MEF2C	NR4A1
MEF2C	VEGFA
MDN1	NUP153
MDN1	UGCG
MDN1	WDR89
MBNL1	AFF1
MBNL1	ARL8B
MBNL1	CAB39
MBNL1	CFLAR
MBNL1	DCUN1D1
MBNL1	DIAPH2
MBNL1	DICER1
MBNL1	EPS15
MBNL1	EXOC4
MBNL1	EXOC5
MBNL1	FBXO38
MBNL1	FYTTD1
MBNL1	HIPK3
MBNL1	JMJD1C
MBNL1	KCNH2
MBNL1	KIAA0922
MBNL1	NUDCD3
MBNL1	PCNX
MBNL1	PHTF2
MBNL1	PPTC7
MBNL1	RNF6
MBNL1	RUFY2
MBNL1	SLAIN2
MBNL1	SNAP23
MBNL1	SRPX
MBNL1	TCF7L2
MBNL1	TIPRL
MBNL1	UFM1
MBNL1	USO1
MBNL1	ZNF493
MED1	AR
MED1	AURKA
MED1	SULT2A1
MED1	UBE2C
MCM6	AURKA
MCM6	BIRC5
MCM6	CBX2
MCM6	CCNB2
MCM6	CDCA5
MCM6	CENPM
MCM6	CEP78
MCM6	CKAP5
MCM6	DDX46
MCM6	DNA2
MCM6	DTYMK
MCM6	DUT
MCM6	FANCG
MCM6	GINS2
MCM6	GMNN
MCM6	HELLS
MCM6	HMMR
MCM6	KIF20A
MCM6	KIF4A
MCM6	MCM3
MCM6	MKI67
MCM6	MSH2
MCM6	NEIL3
MCM6	NUP155
MCM6	PAICS
MCM6	PCNA
MCM6	PLK4
MCM6	POLA1
MCM6	POLQ
MCM6	PRIM1
MCM6	RFC4
MCM6	RFC5
MCM6	SMC2
MCM6	TK1
MCM6	WDHD1
MCM4	ACP1
MCM4	ACTR5
MCM4	ATAD5
MCM4	AURKA
MCM4	BCL2L12
MCM4	BIRC5
MCM4	BRCA1
MCM4	BUB1
MCM4	BUB3
MCM4	C9orf40
MCM4	CCNB2
MCM4	CCNE2
MCM4	CCT3
MCM4	CDC20
MCM4	CDC5L
MCM4	CDCA5
MCM4	CDK2
MCM4	CDT1
MCM4	CENPH
MCM4	CENPM
MCM4	CEP78
MCM4	CFLAR
MCM4	CHEK2
MCM4	CHERP
MCM4	DEPDC1
MCM4	DTYMK
MCM4	E2F1
MCM4	EBNA1BP2
MCM4	ECT2
MCM4	EEF1E1
MCM4	EIF4E
MCM4	EP400
MCM4	EXOSC3
MCM4	FANCG
MCM4	FBXO5
MCM4	GINS2
MCM4	GORASP2
MCM4	GTF3C2
MCM4	GUCY1A3
MCM4	HELLS
MCM4	HMMR
MCM4	KCNH2
MCM4	KIF14
MCM4	KIF20A
MCM4	KIF4A
MCM4	LMNB2
MCM4	LRP8
MCM4	MCAM
MCM4	MCM3
MCM4	MCM3AP
MCM4	MED20
MCM4	METTL2A
MCM4	MKI67
MCM4	MRPL52
MCM4	MRPS34
MCM4	MSTO1
MCM4	MTDH
MCM4	MYO19
MCM4	NDUFA4L2
MCM4	NLE1
MCM4	NME1-NME2
MCM4	NOLC1
MCM4	NUP155
MCM4	NUP160
MCM4	PAICS
MCM4	PCNA
MCM4	PDXP
MCM4	PIP5K1A
MCM4	PLK4
MCM4	POLA1
MCM4	POLR2D
MCM4	PPP2R1B
MCM4	PRIM1
MCM4	PRKDC
MCM4	PRMT1
MCM4	PSMC3IP
MCM4	PTGES3
MCM4	RAD54L
MCM4	RAN
MCM4	RANGAP1
MCM4	RBBP4
MCM4	RCC1
MCM4	RFC2
MCM4	RFC4
MCM4	RFC5
MCM4	RNF126
MCM4	SEC16A
MCM4	SEPHS1
MCM4	SERPING1
MCM4	SLC40A1
MCM4	SMC2
MCM4	SNRPB
MCM4	SNRPD1
MCM4	TFAM
MCM4	TIMELESS
MCM4	TK1
MCM4	TMEM189-UBE2V1
MCM4	UBE2C
MCM4	UBE2I
MCM4	UHRF1
MCM4	USP10
MCM4	WDHD1
MCM4	XPO5
MCM4	ZCCHC4
MBNL2	AFF4
MBNL2	HIPK3
MBNL2	ITGAV
MBNL2	JMJD1C
MBNL2	LPP
MBNL2	PIK3C2A
MBNL2	SCOC
MBNL2	UBE2H
MBNL2	ZCCHC7
MCM3	BIRC5
MCM3	BUB1
MCM3	CCNB2
MCM3	CCT3
MCM3	CDCA5
MCM3	CDK4
MCM3	CDT1
MCM3	CENPM
MCM3	DTYMK
