geneSym	TCGA-A2-A0D0	TCGA-BH-A0HK	TCGA-C8-A12T	TCGA-A2-A0D2	TCGA-C8-A12U	TCGA-AR-A1AS	TCGA-A2-A0EV	TCGA-AN-A0AM	TCGA-D8-A142	TCGA-AO-A0JL	TCGA-BH-A0BV	TCGA-A2-A0T6	TCGA-E2-A158	TCGA-E2-A15A	TCGA-A2-A0T7	TCGA-C8-A12Q	TCGA-A8-A079	TCGA-A2-A0YF	TCGA-BH-A0DD	TCGA-BH-A0E9	TCGA-A2-A0YG	TCGA-E2-A150	TCGA-BH-A18N	TCGA-A2-A0YM	TCGA-BH-A0C7	TCGA-A2-A0SX	TCGA-A7-A0CD	TCGA-C8-A12W	TCGA-AN-A0AL	TCGA-A7-A0CE	TCGA-BH-A0C0	TCGA-A2-A0YC	TCGA-A7-A0CJ	TCGA-AO-A12F	TCGA-A2-A0YL	TCGA-A8-A06Z	TCGA-A2-A0D1	TCGA-A2-A0CM	TCGA-A8-A09G	TCGA-C8-A131	TCGA-C8-A134	TCGA-A8-A09I	TCGA-C8-A12L	TCGA-A2-A0EX	TCGA-AN-A0FL	TCGA-BH-A0DG	TCGA-AN-A0AS	TCGA-AO-A0JC	TCGA-A8-A08Z	TCGA-AR-A0TX	TCGA-AO-A0JE	TCGA-AN-A0AJ	TCGA-AO-A0JM	TCGA-C8-A12V	TCGA-A8-A08G	TCGA-AO-A12D	TCGA-AN-A04A	TCGA-BH-A0AV	TCGA-AO-A12B	TCGA-AO-A12E	TCGA-A8-A06N	TCGA-A2-A0T1	TCGA-AR-A0TR	TCGA-AO-A03O	TCGA-BH-A18R	TCGA-AR-A0TT	TCGA-AR-A1AQ	TCGA-AR-A0TV	TCGA-C8-A12Z	TCGA-AO-A0JJ	TCGA-AR-A0TY	TCGA-AR-A0U4	TCGA-BH-A0HP	TCGA-AR-A1AP	TCGA-AN-A0FK	TCGA-AO-A0J6	TCGA-AR-A1AW	TCGA-AR-A1AV	TCGA-C8-A135	TCGA-BH-A0EE	TCGA-AO-A0J9	TCGA-BH-A0E0	TCGA-BH-A18U	TCGA-A2-A0YI	TCGA-A2-A0EQ	TCGA-BH-A18V	TCGA-A7-A13F	TCGA-BH-A0E1	TCGA-C8-A12P	TCGA-BH-A0C1	TCGA-A2-A0EY	TCGA-C8-A138	TCGA-E2-A154	TCGA-BH-A0BZ	TCGA-D8-A13Y	TCGA-A8-A076	TCGA-AO-A126	TCGA-E2-A10A	TCGA-BH-A18Q	TCGA-C8-A130	TCGA-E2-A159	TCGA-A2-A0T3	TCGA-A2-A0YD
COL4A1	0.1163	0.0136	-0.191	0.9456	-0.3784	-0.0175	-0.3234	0.1346	-0.1903	-0.5899	-0.4576	0.0073	0.29	0.0151	0.133	-0.0182	-0.6788	0.0533	-1.36724707475417	-0.2223	-0.0978	-0.2312	0.199697516580367	0.385	0.8492	0.1706	-0.6955	-0.0808	0.2528	0.390395263451493	-0.3767	-0.0503	-0.6331	-1.037	-0.2524	-0.3913	-0.6421	-0.202	-0.3976	0.0789	0.432	-0.5491	0.142	0.014	0.0232	0.0025	-0.0135	-0.0014	0.0389	-0.3042	-0.3279	-0.4243	-0.4415	0.0348	0.2238	0.1194	0.0214	0.2119	0.1721	-0.4227	-0.573	-0.1291	-0.3058	-0.513	-0.042	0.2506	0.1029	-0.6211	-0.0126473835017343	-0.3124	0.1844	-0.1135	0.0453	0.1088	-0.0089	-0.4756	-0.1886	-0.1023	0.3115	-0.2378	-0.0494	0.3266	-0.5541	-0.3407	0.115	0.6513	-0.630719715424018	-0.0225	-0.1687	-0.1095	0.4272	0.1361	0.2975	-0.1865	-0.5557	-0.6108	0.069	0.083	0.3998	-0.0808	-0.2044	-0.0967	-0.0199
COL4A3	-0.4038	-0.0017	-0.5552	-0.1847	0.5401	-0.1259	-0.0372	0.008	-0.225	-0.0631	-0.0935	0.0094	-0.7867	-0.0801	-0.0657	-0.0088	-0.3635	0.0368	-0.0579	0.1061	-0.1097	0.0609	-0.1491	-0.0787	-0.3833	0.1542	-0.0916	-0.164059304863058	0.8258	-0.9321	-0.185	0.0054	0.1521	0.384	0.0221	-0.3514	0.1361	-0.0014	-0.0865	0.0606	-0.4051	-0.2587	-0.4323	-0.0117	0.0281	0.0017	-0.088	-0.0056	0.0215	0.0301	-0.33261347982081	-0.2583	-0.0734	0.0448	-0.1079	-0.2408	0.0355	-0.3232	-0.1517	-0.0169	-0.0307	-0.0535	0.0047	-0.0734	-0.04	-0.0079	0.1077	-0.1291	0.031	0.0288	-0.4903	0.046	0.0147	0.0442	-0.3116	0.077	-0.0141	-0.1041	0.063	-0.1934	-0.0418	-0.2843	0.0178	0.0187	-0.1199	0.22591291968189	-0.0938	-0.0106	-0.1504	0.1023	-0.0278	-0.3707	-0.0346	0.0145	0.2808	0.0558	0.0564	0.0619	-0.2964	-0.2774	-0.2019	-0.1532	-0.023
COL8A2	0.9253	0.0133	0.0114	-0.2306	0.0159	-0.0287	-0.0721	-0.0725	-0.2291	-0.2814	-0.1438	0.0139	0.7268	-0.0374	-0.2704	-0.0238	0.0275	-0.4745	-0.0681	-0.2178	-0.444	0.244	-0.1458	-0.0656	-0.1059	0.1303	-0.1911	-0.2211	0.1552	0.1366	0.1488	-0.0087	-0.0631	-0.533	0.0198	0.4768	0.1489	0.0947	0.0674	-0.0092	0.1232	-0.5348	-0.4003	0.0204	0.3323	0.456	-0.0444	0.0016	0.0252	0.0269	0.0041	-0.3872	0.2095	-0.0791	-0.0691	-0.0548	-0.3322	0.1398	-0.1549	-0.0202	0.3398	-0.0469	0.0558	-0.0711	-0.0465	-0.0266	0.1173	0.1155	-0.4812	0.0288	-0.4937	0.5093	0.0587	-0.0474	-0.3054	0.3892	-0.1059	-0.1509	-0.0747	0.2038	-0.2908	0.097	-0.2792	-0.3523	-0.0047	-0.0026	0.1219	0.013	-0.1734	-0.3417	-0.3155	-0.3512	-0.4608	-0.0402	0.313	0.0638	0.0966	0.3968	0.0414	-0.1155	0.1876	-0.1634	-0.0225
COL12A1	-0.0632	-0.0015	-0.0018	0.2139	-0.2178	-0.0109	-0.0337	0.119	0.0951	-0.2867	0.1177	0.0264	0.1278	-0.0467	-0.3072	0.2828	-0.8433	0.0311	0.0058	-0.025	-0.1114	0.3011	-0.172	0.3799	0.1106	0.0814	-0.6471	-0.353	0.1278	0.1282	0.29	0.0058	0.2224	0.4354	0.0159	-0.3655	0.1432	-0.0973	0.1112	-0.1158	0.069	-0.1465	0.1821	-0.0382	-0.7805	-0.001	-0.1229	-0.0015	0.0128	0.0463	-0.3482	0.144431760447516	-0.0521	0.0489	-0.129	-0.0632	-0.2826	0.3103	0.1743	-0.0188	-0.0808	-0.061	-0.2923	0.1181	-0.0427	-0.0701	-0.1691	0.3483	0.0345	-0.3875	0.1968	-0.2859	0.0099	0.0864	0.2327	0.1034	0.0323	0.1881	-0.2127	0.0157	-0.0443	0.0742	-0.4606	0.0221	0.2318	-0.0225	-0.4918	-0.0295	-0.4431	0.1385	0.026	-0.0737	-0.0361	0.1086	0.2192	-0.2102	0.0747	0.0607	0.3888	1.4566	0.1864	-0.3854	-0.0237
KLF6	0.0562	0.0058	0.0121	0.4897	0.0113	-0.0636	0.1788	0.0675	1.0186	0.5297	-0.1474	0.01	0.6872	0.2864	0.0729	0.2905	0.0342	0.06	-0.0197	0.1107	0.274	0.6606	-0.1554	0.1921	-0.1098	0.1499	-0.1541	0.195	0.142	0.0712	0.1516	-0.0062	-0.6012	0.4291	0.0201	0.1191	0.1307	0.6903	0.0764	0.3635	0.402	0.208	0.7207	-0.0202	-0.7926	-0.0069	0.129	0.0039	0.0276	0.0327	0.0099	-0.04	-0.087	-0.1008	0.2309	-0.0507	0.0319	0.1592	-0.157	-0.0084	-0.5207	0.0438	-0.3031	0.211	-0.0481	0.167053896483234	0.4004	0.1381	0.0666	0.2399	0.294	0.8245	0.0384	0.104	-0.0144	0.4672	0.132	-0.1262	0.0687	0.1951	-0.0485	0.0562	-0.095	0.0181	0.1191	0.8757	-0.1747	-0.0113	0.3195	-0.0858	-0.0318	-0.0918	0.077	-0.2012	0.2454	-0.2359	0.0755	0.0625	0.3517	0.1592	0.5179	0.237	-0.0237
COX6A1	0.0615	0.0215	0.0256	0.201	-0.3506	-0.0214	0.1099	-0.1306	-0.081	-0.2862	0.1576	0.0069	0.1542	0.2384	0.3421	-0.0059	0.3138	0.0806	0.2445	-0.047	0.1465	-0.2645	0.1711	-0.0776	-0.111	0.0389	0.1724	-0.0235	0.0934	-0.3452	-0.1932	0.0022	-0.0501	-0.2533	0.0219	-0.1661	0.8743	0.1998	0.0139	-0.1947	0.1273	0.322	0.0442	-0.0222	-0.7467	0.0114	-0.3776	-0.0045	0.0535	-0.3093	-0.0031	-0.4052	-0.0683	0.016	0.299	-0.0529	0.0339	-0.2812	-0.1655	0.2062	0.3479	-0.0519	0.3495	-0.167	0.2687	-0.0314	-0.1938	0.0859	-0.2983	0.0286	0.1836	0.0415	0.0416	0.1306	-0.3315	0.0719	-0.0503	0.2578	-0.2344	-0.2004	0.3721	-0.2313	-0.0735	0.0098	-0.0013	-0.3724	0.1231	-0.0134	0.0165	-0.36	-0.3598	0.1457	-0.304	0.1306	-0.4969	0.3024	0.0822	-0.6888	0.0441	-0.169	-0.191	-0.2399	-0.0226
COX7A1	0.0014	0.0073	-0.2075	0.1723	0.012	-0.0615	0.0829	0.0978	0.0726	-0.2781	0.1071	0.3325	0.1861	0.1199	-0.2311	-0.389	0.0534	0.0809	0.2018	0.1006	-0.1909	1.2577	0.1799	0.3598	-0.1204	1.2932	0.179	0.0711	0.0879	0.0827	-0.2013	-0.0191	-0.0864	0.2225	0.0248	0.1137	-0.5652	-0.003	0.3844	-0.0455	0.104	-0.1695	0.0971	0.3083	0.0645	-0.022	-0.0252	0.0141	0.0089	0.0144	-0.3912	-0.0287	-0.444	0.1697	-0.2252	0.098	0.0205	0.1612	0.1446	-0.0522	-0.0267	0.0609	0.0567	0.6407	-0.0446	-0.0293	0.1541	0.0893	-0.4289	0.0324	0.1903	0.0399	0.0514	0.1245	0.1894	0.0754	0.1068	0.067	0.0566	-0.1189	-0.0223	0.3764	0.0159	0.0088	0.1132	0.2627	0.0953	-0.0233	0.1308	0.1998	-0.0609	-0.3297	0.0199	-0.0752	-0.5048	0.3959	0.074	0.0641	0.2741	0.0978	-0.1832	0.6716	-0.0169
COX7A2	-0.0632	-0.0015	-0.0018	0.2139	-0.2178	-0.0109	-0.0337	0.119	0.0951	-0.2867	0.1177	0.0264	0.1278	-0.0467	-0.3072	0.2828	-0.8433	0.0311	0.0058	-0.025	-0.1114	0.3011	-0.172	0.3799	0.1106	0.0814	-0.6471	-0.353	0.1278	0.1282	0.29	0.0058	0.2224	0.4354	0.0159	-0.3655	0.1432	-0.0973	0.1112	-0.1158	0.069	-0.1465	0.1821	-0.0382	-0.7805	-0.001	-0.1229	-0.0015	0.0128	0.0463	-0.3482	0.2718	-0.0521	0.0489	-0.129	-0.0632	-0.2826	0.3103	0.1743	-0.0188	-0.0808	-0.061	-0.2923	0.1181	-0.0427	-0.0701	-0.1691	0.3483	0.0345	-0.3875	0.1968	-0.2859	0.0099	0.0864	0.2327	0.1034	0.0323	0.1881	-0.2127	0.0157	-0.0443	0.0742	-0.4606	0.0221	0.2318	-0.0225	-0.4918	-0.0295	-0.4431	0.1385	0.026	-0.0737	-0.0361	0.1086	0.2192	-0.2102	0.0747	0.0607	0.3888	1.4566	0.1864	-0.3854	-0.0237
COX7C	-0.9447	0.0046	0.0255	-0.1815	0.0096	-0.0109	0.1568	0.1094	-0.4202	-0.5769	0.1228	0.1626	-0.7853	-0.2309	0.1175	-0.4049	0.039	0.0188	-0.0246	-0.0422	0.1386	-0.4296	0.4242	-0.4379	0.0827	-0.4529	0.3271	-0.0675	-0.5518	0.0512	-0.198	0.0165	0.2123	-1.0077	0.0225	0.4669	-0.1718	-0.2772	0.1016	-0.3941	-0.4186	0.0991	-0.3229	-0.0149	-0.8032	0.0011	0.0317	0.0748	2e-04	0.0402	0.0053	0.2205	-4e-04	-0.0737	0.2177	-0.0492	0.0741	-0.3434	0.4177	0.2762	0.3055	-0.0539	0.353	-0.1208	-0.0461	-0.3208	-0.2094	-0.5427	-0.0013	0.0423	-0.4947	-0.2812	0.013	0.032	0.2332	-0.4744	-0.0706	0.14	-0.0563	0.1138	0.3683	-0.286	0.3083	0.0183	-0.2568	-0.4487	0.1793	-0.0233	0.1403	0.1332	-0.3464	0.1059	-0.0268	-0.0132	0.264	-0.1938	0.0714	0.0611	0.0751	-0.4144	-0.2817	-0.1397	-0.0229
CPT1B	-0.2733	-0.0243	0.0175	-0.1822	-0.3522	0.0121	-0.1277	0.2211	0.043	0.2659	-0.5187	-0.4929	-0.7636	0.1195	-0.2403	-0.0272	0.2092	-0.5603	-0.0498	-0.0463	-0.3463	-0.1503	-0.1571	-0.0688	-0.4104	-0.3268	0.5516	0.4362	-0.5507	-0.2049	-0.0166	0.0013	-0.0632	0.2812	0.017	-0.1933	0.0991	-0.234	0.1394	-0.0465	-0.065	0.0986	0.3912	-0.0647	0.5649	-0.0013	0.0737	0.0021	-0.4826	0.3528	0.0784	-0.4351	-0.1079	-0.0459	-0.5494	-0.0561	0.094	0.1262	0.0915	-0.4149	-0.4904	0.1176	-1.0857	-0.0867	-0.0074	-0.6204	-0.178	0.4873	0.0076	0.0365	-0.572	0.0476	0.0735	-0.3653	-0.3198	0.1147	-0.0228	-0.461	0.0019	-0.5306	-0.3871	0.0578	0.3394	-0.0426	0.055	0.7421	0.1305	-0.0771	0.1024	-0.0989	-0.0041	-0.3662	-0.0083	-0.231	-0.6583	-0.223	0.0837	-0.7829	0.4318	-0.0597	-0.0829	-0.1982	-0.4065
CRABP2	0.3538	0.9764	0.0068	0.1961	-0.3466	0.7309	0.2862	0.2095	0.6024	0.8829	0.5536	0.3492	0.6804	0.401	0.4753	0.2846	0.1218	0.1773	0.2479	0.4733	0.1402	0.372	-0.1611	0.552	0.4595	0.4503	0.4947	0.1967	0.1235	0.8664	-0.0491	0.3716	0.2659	0.8461	0.234	0.4548	0.1417	1.1456	0.3814	0.3275	0.0997	0.6462	0.6993	0.0016	0.6022	0.4192	0.3613	0.0782	0.6511	0.0276	0.3132	0.51	0.494	0.0391	0.7398	0.3096	0.3171	0.1124	0.4214	-0.0385	0.2826	0.2812	0.5848	0.4153	0.5348	-0.2759	0.2983	0.1486	0.8417	0.3617	0.1536	0.4845	0.3685	0.3336	0.6242	0.7641	0.2361	0.6213	0.1973	0.3554	0.5499	1.1451	0.3999	0.2908	-0.1266	1.0866	0.5574	0.7298	0.2837	0.8463	0.3405	0.2842	0.4726	0.2941	0.3513	0.4704	0.0653	0.0897	0.5909	0.1229	0.3737	0.2613	0.8026
CREBL2	0.1564	0.0032	0.0416	-0.1897	-0.3462	-0.0259	-0.3108	-0.036	-0.2153	-0.279	0.1544	-0.0182	0.153	0.1067	-0.3116	-0.0904	0.1512	-0.6332	-0.0235	-0.0387	-0.1057	0.4524	0.1672	0.545	-0.1106	0.0796	0.2639	0.6691	-0.5225	0.6564	-0.1774	0.0093	-0.566	0.795	0.0237	0.1263	0.1444	-0.0061	-0.3753	-0.19	-0.3631	-0.0563	0.4079	-0.0304	-0.7721	-0.3118	-0.0812	0.0017	-0.4981	0.0396	0.0444	-0.9451	-0.0727	-0.0749	0.2404	-0.2356	-0.2985	0.6632	-0.157	0.2707	0.2942	-0.0527	-0.7831	-0.4728	0.2597	-0.0479	0.2351	0.1556	0.0134	0.0387	0.1707	0.1687	0.0271	0.1033	0.2268	0.1113	-0.0473	-0.1731	0.0713	-0.5022	0.3526	0.337	-0.1782	0.0159	0.011	0.7642	0.1441	-0.013	0.0807	0.1509	0.1871	-0.0974	0.0068	-0.1987	0.2505	0.3033	0.0662	-0.7203	0.0713	0.1709	-0.1907	-0.1281	-0.0311
CREM	0.1386	0.0297	-0.5903	0.1995	0.0053	-0.0636	0.1847	0.0178	0.9345	0.2472	-0.1086	0.01	0.1491	-0.0367	0.0729	0.0044	0.0342	0.063	-0.0563	0.1178	0.2619	0.6659	-0.1487	0.583	0.1051	0.1516	-0.102	0.1524	-0.3672	0.1135	0.1536	4e-04	0.2652	0.3396	0.0237	0.2568	0.1344	0.1984	0.0937	0.3647	-0.3822	0.0396	0.1763	-0.0195	0.8422	-0.0018	0.1218	0.0032	0.0276	0.0339	0.0084	0.0012	-0.0388	0.0495	0.3649	-0.0494	0.0471	0.1459	-0.154	-0.0144	-0.5207	0.0497	-0.2983	0.438	-0.0273	0.1023	0.7873	0.1381	0.0764	0.0407	0.1729	0.2979	0.0439	0.1051	-0.0156	0.1011	-0.0654	-0.1262	0.0687	0.1875	0.1951	0.0522	-0.0514	0.014	0.126	0.126	-0.1392	-0.0036	0.1197	-0.0729	-0.0201	-0.0508	0.0767	-0.1941	0.2646	-0.22	0.0755	0.0577	0.0556	-0.1099	0.5167	0.2389	-0.0193
CRIP2	0.1319	0.0275	0.0198	-0.2125	0.0336	-0.0271	-0.0598	-0.0479	-0.2288	-0.3168	0.1311	0.0123	0.1924	-0.3776	-0.0463	NA	0.1887	0.0594	-0.0664	0.0961	0.363	0.0646	-0.1586	-0.0886	-0.1281	-0.1023	-0.2251	-0.3804	0.1303	-0.047	-0.0245	0.0022	-0.0945	-0.2455	0.021	-0.3176	0.1485	-0.071	0.0734	0.1327	-0.3536	0.0731	0.13	0.0085	0.5289	0.0852	0.8605	0.0022	0.0183	0.0123	0.2239	-0.0405	0.4333	-0.0896	-0.2059	-0.0539	0.2928	-0.2661	-0.1614	-0.4287	0.0117	-0.0585	-0.33	0.0978	-0.0173	-0.1943	-0.219	-0.5102	0.0991	0.0317	0.1792	0.0366	0.052	-0.4085	-0.0091	-0.464	-0.0922	-0.1365	0.0689	0.3565	-0.0348	-0.2782	-0.2856	0.0203	-0.4385	0.2691	-0.599	-0.0081	0.0636	-0.0741	-0.0259	0.3281	0.095	-0.1854	0.3197	0.2864	0.0815	0.0783	-0.397	0.1256	-0.1832	0.1707	-0.0289
CRYBB1	-0.3203	0.0399	0.0098	0.1594	-0.3631	-0.0264	-0.1192	0.0402	0.0293	-0.0925	-0.4943	-0.4623	0.2006	-0.3789	-0.2443	-0.3989	0.3608	-0.5639	-0.0668	-0.0414	-0.4461	-0.1693	-0.1454	-0.071	-0.373	-0.277	0.5358	0.404	0.5468	-0.2918	0.184	0.0013	-0.0964	0.2749	0.0182	-0.1644	0.1377	-0.3068	0.0793	-0.1926	-0.3879	0.0962	-0.4214	0.0105	0.0843	-0.0103	0.1027	0.0139	-0.4855	0.0345	-0.0147	0.0169	-0.0742	0.0333	-0.4906	0.2559	0.094	0.1253	0.1689	-0.4149	0.3614	0.1167	-0.8658	0.3888	-0.0142	-0.2564	-0.2226	0.5628	0.1162	0.0281	-0.5291	0.0301	0.0735	-0.4089	-0.3198	0.062	-0.0621	-0.4629	0.0578	-0.0017	-0.2914	-0.2805	0.1668	0.0127	0.105	-0.392	0.1417	-4e-04	0.0912	-0.0339	9e-04	-0.3393	-0.0172	-0.231	-0.6067	-0.223	0.081	-0.7154	0.3565	-0.0629	-0.1926	-0.1793	-0.4065
CRYBB3	-0.2824	0.0399	0.0098	0.2254	-0.3631	-0.0264	-0.1192	0.0479	0.0068	-0.0925	-0.5053	-0.4623	0.2006	-0.3789	-0.2443	-0.3977	0.3897	-0.5639	-0.0668	-0.0414	-0.4308	-0.1002	-0.1454	-0.071	-0.3898	-0.277	0.5327	0.404	0.5468	-0.2269	0.184	0.0013	-0.1184	0.2749	0.0182	-0.1425	0.1377	-0.2363	0.048	-0.1926	-0.3879	0.0962	-0.4214	0.0081	0.0886	-0.0103	0.1027	0.0139	-0.4855	0.0345	0.0076	0.0169	-0.0991	0.0333	-0.4906	-0.0471	0.094	0.1223	0.1689	-0.4209	0.3614	0.1167	-0.8658	0.3953	-0.0142	-0.2564	-0.2226	0.4782	0.1162	0.0281	-0.5291	0.0605	0.0735	-0.4084	-0.3198	-0.4389	-0.0694	-0.4629	0.0578	-0.0017	-0.2864	-0.2805	0.1668	0.0066	0.105	-0.392	0.1417	-4e-04	0.0912	-0.0339	9e-04	-0.3228	-0.0172	-0.2798	-0.5846	-0.1918	0.081	-0.7154	0.3565	-0.081	-0.1977	0.1878	-0.4065
MAPK14	-0.1056	-7e-04	0.0084	0.1997	-0.3645	-0.0119	0.1214	-0.0533	1.2882	0.4145	0.0516	0.0079	0.1988	0.1131	0.083	-0.0346	-0.2577	0.0684	-0.0597	-0.0434	0.1474	0.2259	-0.154	0.3921	0.1166	0.0529	0.6262	0.0794	0.1585	0.1452	-0.1918	0.0058	0.2063	0.0769	0.0219	-0.3946	0.1612	0.1476	0.0561	0.0572	0.4491	0.1006	-0.4126	-0.0281	0.4889	-0.0535	-0.1129	-0.0013	0.0128	0.0389	0.0227	0.3825	0.173	0.0516	-0.2431	0.1106	0.5176	0.6995	0.169	-0.0272	-0.0646	-0.0489	0.3472	-0.0837	-0.0398	-0.0429	-0.1819	0.344	0.1057	-0.4079	0.1804	0.0409	0.0464	-0.4363	0.2239	0.1212	0.0314	0.0708	0.0733	0.0183	-0.0379	0.0742	0.2871	0.0082	8e-04	0.4618	0.1386	-0.0136	-0.2246	0.1835	0.1511	0.1364	-0.03	0.1086	-0.5626	0.2885	0.0711	0.0676	0.3431	0.1348	0.1931	-0.4476	-0.0237
CSF1R	-0.1573	0.0108	0.0255	-0.2015	0.0095	-0.0109	0.362	0.1764	-0.4202	-0.1539	0.1126	0.1626	-0.768	-0.2019	0.1402	-0.0165	0.039	0.0433	-0.0634	-0.0596	0.1431	-0.4296	0.4454	-0.4052	0.1162	-0.1803	0.2476	-0.0675	-0.5442	0.0762	-0.1987	0.0132	-0.117	-1.0077	0.0187	0.4608	-0.1718	-0.2743	0.0936	-0.3941	-0.4046	0.0982	-0.3608	-0.0094	-0.7956	0.0011	-0.1828	0.0694	0.0138	0.0327	-0.0247	0.257	0.1981	-0.0737	0.2511	-0.0488	0.06	-0.2778	0.4072	0.2732	0.2923	-0.049	0.3497	0.2051	0.2962	-0.0488	-0.2094	-0.5577	-0.0013	0.039	0.1968	-0.4844	0.0277	0.0639	0.2274	0.1037	-0.0734	0.3309	-0.0587	0.1319	0.3695	-0.2819	0.337595669133827	0.0183	-0.2496	-0.3844	0.1786	-0.0223	0.1291	0.1496	-0.3312	0.1465	-0.0166	-0.0132	0.289	-0.1895	0.0714	0.0611	-0.3691	-0.4144	0.1437	-0.1431	-0.0271
CSF2	-0.1573	0.0172	0.0255	-0.1776	0.0095	-0.0109	0.362	0.1764	-0.4202	-0.1249	0.1252	0.1626	-0.7849	-0.229	0.1402	-0.0165	0.039	0.0433	-0.0609	-0.0596	0.1386	-0.4296	0.4454	-0.4052	0.1162	-0.1803	0.2625	-0.0675	-0.5397	0.0307	-0.1987	0.015	0.2527	-1.0077	0.0225	0.4669	-0.1718	-0.2743	0.0936	-0.3941	-0.3942	0.0982	-0.3608	-0.0145	-0.7853	0.0011	-0.1828	0.0694	0.0064	0.0402	0.0027	0.257	0.2101	-0.0737	0.2242	-0.0488	0.06	-0.2695	0.4072	0.2732	0.2923	-0.0465	0.3421	0.1731	-0.038	-0.0471	-0.2094	-0.5408	-0.0013	0.039	-0.4858	-0.2837	0.0277	0.0447	0.2274	-0.4226	-0.0734	0.3309	-0.0587	0.1319	0.3695	-0.2819	0.2375	0.0183	-0.2496	-0.3844	0.1624	-0.0223	0.0899	0.1332	-0.3286	0.1465	-0.0166	-0.0132	0.289	-0.1822	0.0714	0.0611	0.0841	-0.4144	0.1417	-0.1442	-0.0271
CSF2RB	-0.3203	-0.009	0.0098	0.2227	-0.3631	-0.0202	-0.17	0.0248	0.1974	-0.0925	-0.5695	-0.4623	0.1911	-0.3887	-0.2443	-0.0336	0.0511	-0.5639	-0.0668	-0.0414	0.003	-0.1313	-0.1571	-0.0688	-0.3926	-0.291	0.4673	0.2868	0.8765	-0.3047	-0.0299	0.0013	-0.1141	0.0656	0.017	-0.1832	0.1513	-0.2323	0.0691	-0.0049	0.1043	0.0962	0.1358	0.0041	0.5675	-0.0197	0.1027	0.0139	-0.4855	-0.3109	-0.0147	-0.3936	-0.0806	0.0312	-0.5714	0.1053	0.094	0.1262	0.1689	-0.4149	-0.0347	0.1228	-0.8658	-0.1296	-0.0142	-0.2576	-0.2226	0.5628	0.1162	0.0281	-0.5291	0.0301	0.0735	-0.409	-0.3198	0.0098	-0.0621	-0.461	0.0639	-0.0021	-0.2914	-0.2622	0.1613	0.0127	-0.0092	-0.392	0.1418	-4e-04	0.0912	-0.0339	-0.0716	-0.3493	-0.0172	-0.231	-0.5419	-0.223	0.081	-0.7226	0.3466	-0.1467	-0.1926	-0.2404	-0.4065
CSH1	-0.2833	0.0081	0.0254	-0.0094	1.8474	-0.0065	0.4799	0.6201	0.1861	-0.3149	0.1841	0.0476	-0.7155	0.1523	0.0652	0.2679	0.3341	0.0748	0.5341	-0.0473	-0.4535	-0.2607	0.179	0.3815	0.4702	-0.0289	0.7697	0.205	0.1305	0.1496	0.587	0.4041	0.5787	0.0832	-0.2332	0.4747	0.5811	0.0984	0.0824	-0.1927	0.1117	0.916	0.4241	0.0134	-0.4593	0.6693	-0.3727	0.0088	0.0313	0.0241	0.0777	0.2126	1.4356	-0.0798	1.1686	-0.2397	0.9602	0.1609	0.1611	0.2566	0.5898	-0.4016	0.0609	-0.1044	0.0197	0.3474	-0.1935	0.1145	0.7656	0.232	2.0008	0.7565	-0.3805	0.1228	-0.0137	0.1131	0.1137	0.1024	0.0611	1.1928	-0.0258	-0.2663	0.2611	0.0149	0.3184	-0.3776	0.3653	-0.01	1.661	-0.3588	-0.0329	-0.0838	-0.0191	0.084	0.757	1.2246	0.0834	0.0645	0.3136	0.062	-0.1284	0.8208	-0.0226
CSNK1A1	-0.1573	0.0108	0.0255	-0.2015	0.0095	-0.0109	0.362	0.1764	-0.4202	-0.1539	0.1126	0.1626	-0.768	-0.2019	0.1402	-0.0165	0.039	0.0433	-0.0634	-0.0596	0.1431	-0.4296	0.4454	-0.4052	0.1162	-0.1803	0.2476	-0.0675	-0.5442	0.0762	-0.1987	0.0132	-0.117	-1.0077	0.0187	0.4608	-0.1718	-0.2743	0.0936	-0.3941	-0.4046	0.0982	-0.3608	-0.0094	-0.7956	0.0011	-0.1828	0.0694	0.0138	0.0327	-0.0247	0.257	0.1981	-0.0737	0.2511	-0.0488	0.06	-0.2778	0.4072	0.2732	0.2923	-0.049	0.3497	0.2051	0.2962	-0.0488	-0.2094	-0.5577	-0.0013	0.039	0.1968	-0.4844	0.0277	0.0639	0.2274	0.1037	-0.0734	0.3309	-0.0587	0.1319	0.3695	-0.2819	0.36	0.0183	-0.2496	-0.3844	0.1786	-0.0223	0.1291	0.1496	-0.3312	0.1465	-0.0166	-0.0132	0.289	-0.1895	0.0714	0.0611	-0.3691	-0.4144	0.1437	-0.1431	-0.0271
