geneSym	TCGA-A2-A0D0	TCGA-BH-A0HK	TCGA-C8-A12T	TCGA-A2-A0D2	TCGA-C8-A12U	TCGA-AR-A1AS	TCGA-A2-A0EV	TCGA-AN-A0AM	TCGA-D8-A142	TCGA-AO-A0JL	TCGA-BH-A0BV	TCGA-A2-A0T6	TCGA-E2-A158	TCGA-E2-A15A	TCGA-A2-A0T7	TCGA-C8-A12Q	TCGA-A8-A079	TCGA-A2-A0YF	TCGA-BH-A0DD	TCGA-BH-A0E9	TCGA-A2-A0YG	TCGA-E2-A150	TCGA-BH-A18N	TCGA-A2-A0YM	TCGA-BH-A0C7	TCGA-A2-A0SX	TCGA-A7-A0CD	TCGA-C8-A12W	TCGA-AN-A0AL	TCGA-A7-A0CE	TCGA-BH-A0C0	TCGA-A2-A0YC	TCGA-A7-A0CJ	TCGA-AO-A12F	TCGA-A2-A0YL	TCGA-A8-A06Z	TCGA-A2-A0D1	TCGA-A2-A0CM	TCGA-A8-A09G	TCGA-C8-A131	TCGA-C8-A134	TCGA-A8-A09I	TCGA-C8-A12L	TCGA-A2-A0EX	TCGA-AN-A0FL	TCGA-BH-A0DG	TCGA-AN-A0AS	TCGA-AO-A0JC	TCGA-A8-A08Z	TCGA-AR-A0TX	TCGA-AO-A0JE	TCGA-AN-A0AJ	TCGA-AO-A0JM	TCGA-C8-A12V	TCGA-A8-A08G	TCGA-AO-A12D	TCGA-AN-A04A	TCGA-BH-A0AV	TCGA-AO-A12B	TCGA-AO-A12E	TCGA-A8-A06N	TCGA-A2-A0T1	TCGA-AR-A0TR	TCGA-AO-A03O	TCGA-BH-A18R	TCGA-AR-A0TT	TCGA-AR-A1AQ	TCGA-AR-A0TV	TCGA-C8-A12Z	TCGA-AO-A0JJ	TCGA-AR-A0TY	TCGA-AR-A0U4	TCGA-BH-A0HP	TCGA-AR-A1AP	TCGA-AN-A0FK	TCGA-AO-A0J6	TCGA-AR-A1AW	TCGA-AR-A1AV	TCGA-C8-A135	TCGA-BH-A0EE	TCGA-AO-A0J9	TCGA-BH-A0E0	TCGA-BH-A18U	TCGA-A2-A0YI	TCGA-A2-A0EQ	TCGA-BH-A18V	TCGA-A7-A13F	TCGA-BH-A0E1	TCGA-C8-A12P	TCGA-BH-A0C1	TCGA-A2-A0EY	TCGA-C8-A138	TCGA-E2-A154	TCGA-BH-A0BZ	TCGA-D8-A13Y	TCGA-A8-A076	TCGA-AO-A126	TCGA-E2-A10A	TCGA-BH-A18Q	TCGA-C8-A130	TCGA-E2-A159	TCGA-A2-A0T3	TCGA-A2-A0YD
ATP6V0E2	0.4458	-0.006	-0.1706	0.4448	-0.004	-0.0737	0.1596	-0.2256	-0.0763	0.2896	0.1504	0.0048	0.7249	0.1345	-0.3206	0.2937	-0.1868	0.0776	0.2637	0.1134	0.3146	0.0541	-0.1574	-0.3887	0.1089	-0.3074	-0.695	-0.1813	0.0383	0.4726	-0.0062	0.0166	0.7782	0.657	0.0242	0.1195	0.2043	-0.0948	0.097	-0.0378	0.4487	-0.1564	-0.3727	0.0613	0.042	0.0022	-0.4332	-0.0045	0.0197	0.0319	-0.3868	-0.4204	-0.4426	-0.0781	0.2137	-0.2545	0.0087	-0.3062	0.1596	0.2723	-0.0313	0.1868	0.3566	-0.085	-0.0319	-0.0531	0.1405	-0.6522	0.0566	0.031	0.1786	-0.227	0.0256	0.1095	-0.0201	0.0726	0.0915	0.1272	-0.2851	9e-04	-0.0439	0.3449	-0.2912	0.022	0.1184	-0.4204	0.1435	-0.026	0.196	0.1398	-0.0813	-0.0499	0.2951	0.2154	0.2913	-0.1812	0.0675	0.0696	-1.0055	0.1492	0.1966	0.4262	-0.0278
ANKRD46	0.4171	-0.0028	1.0293	0.203	1.0383	0.0136	-0.0324	0.0774	0.688	1.0295	0.1515	0.1616	0.6729	1.0144	0.968	-0.0215	1.44271808274917	0.0588	0.5473	0.0056	0.3208	0.4475	0.6868	0.5819	0.11	0.6946	0.2785	0.7783	0.5333	0.2096	0.6412	0.0354	0.7763	0.593	0.0208	1.1403	1.1447	0.417	0.0862	0.7029	0.6808	0.5242	0.2355	0.643	0.8301	0.0053	0.723	-0.0026	0.0227	0.0378	0.0241	0.8364	0.1929	0.1647	0.3538	0.3917	0.781	0.3596	0.1637	0.2693	1.1277	0.7003	0.0457	1.4044	0.5307	0.3627	0.3245	1.7443	0.791262711309848	0.0464	1.0541	0.3081	0.0167	0.4713	0.2222	0.0881	0.4944	-0.1032	0.4314	0.4031	-0.3097	0.3337	1.1535	0.0229	0.7276	0.6663	0.4159	0.1936	2.1768	0.132	0.4224	0.5515	0.3019	0.4968	0.2895	0.9448	0.4447	0.0598	0.9045	0.713	0.199	0.5999	-0.0268
FAM84B	0.4724	0.0044	0.7732	0.2222	0.6877	0.0136	-0.0551	0.0774	0.7057	0.9082	0.1538	0.1616	0.6748	0.9488	0.9774	0.1221	1.1317	0.0581	0.7681	0.0056	0.3298	0.7404	0.6837	0.563	0.1211	0.2989	0.2393	0.7783	0.1262	0.2177	0.886	0.0354	0.7726	0.6071	0.0208	0.8729	1.1395	0.7554	0.0813	0.7025	0.7008	0.5291	0.4431	1.2278	1.1956	0.0053	0.723	-0.0049	0.0272	0.0385	1.1637	1.0782	0.4243	0.2052	0.3393	0.3917	0.8107	0.4064	0.1666	0.2574	1.125	0.256	0.052	1.181	0.5454	0.1653	0.3186	1.8242	0.8069	0.0412	0.7318	0.523	0.0235	0.4826	0.2222	0.118	0.5572	-0.1107	0.7076	0.3944	-0.3171	0.3435	1.048	0.0215	0.2586	1.1437	0.4008	0.189	-0.5209	0.1378	0.4547	0.5539	0.3155	0.5028	0.7701	0.9091	0.0551	0.0627	0.8752	1.6882	0.2054	0.5917	-0.0283
VPS13B	0.4171	-0.0028	1.0293	0.203	0.8865	0.0136	-0.0324	0.0774	0.688	1.0295	0.1515	0.1616	0.76295090394473	1.0144	0.968	-0.010168465250462	1.39322963201668	0.0588	0.5473	0.0056	0.3208	0.4475	0.6868	0.5819	0.11	0.631667080663245	0.2785	0.7783	0.333247333622246	0.2096	0.713399912166197	0.0354	0.7763	0.593	0.0208	1.1403	1.1447	0.417	0.0862	0.7029	0.6808	0.5242	0.2355	0.614800067410343	1.00399853303197	0.0053	0.723	-0.0026	0.0227	0.0378	0.0241	0.8364	0.1929	0.1647	0.3538	0.3917	0.825079410570379	0.3596	0.1637	0.2693	1.1277	0.7003	0.0457	1.2771	0.5307	0.543889437925003	0.3245	1.36403632282266	0.725603702125139	0.0464	1.0541	0.3081	0.0167	0.4713	0.2222	0.0881	0.4944	-0.1032	0.4314	0.4031	-0.3097	0.3337	1.23970117206167	0.0229	0.7276	0.6663	0.4159	0.1936	-0.118008521460128	0.132	0.4224	0.5515	0.3019	0.4968	0.2895	0.9448	0.4447	0.0598	0.9045	0.713	0.199	0.5999	-0.0268
MCMDC2	0.6892	0.0038	0.4428	0.2148	0.7406	0.0155	-0.0324	0.0759	0.5401	1.0613	0.1615	0.1616	0.6703	0.7985	0.918	-0.0223	0.3728	0.0407	0.5239	0.0056	0.3181	0.5475	0.6906	0.5511	0.11	0.2891	0.2945	0.7957	0.0992	0.1713	0.601	0.0354	0.7523	0.5866	0.0208	0.9675	0.9031	0.3561	0.1047	0.6549	0.4236	0.0933	-0.0377	0.6177	0.5118	0.0053	1.1975	-0.0026	0.0304	0.0378	0.5549	0.9937	-0.4507	0.1804	0.3233	0.3917	-0.3093	0.4069	0.1637	0.2693	1.1375	0.4643	0.0619	0.8268	-0.4947	0.1507	0.3099	0.1449	0.0305	0.0464	1.3417	0.146	0.0142	0.4623	0.2222	0.7465	0.4932	-0.1032	0.4217	-0.5144	-0.3097	0.0531	0.563533434713774	0.0223	0.656681737926985	0.6438	0.4178	0.1801	0.1575	0.132	0.4248	0.5529	0.3019	0.2113	0.7654	0.3987	0.4504	0.0593	0.0619	1.3747	0.2045	0.5762	-0.0243
TTLL11	0.0863	0.0159	-0.2626	0.2142	0.2364	-0.0446	-0.0853	-0.1855	-0.0464	-0.3136	-0.1133	0.0127	0.1821	-0.3777	-0.0093	-0.367	-0.0271	0.0592	-0.0315	0.1127	0.1382	-0.4042	-0.1554	0.1872	0.1078	-0.0377	-0.1655	-0.2283	0.084	-0.2871	0.2917	0.0025	-0.0643	-0.5247	0.022	-0.345	-0.6141	-0.0695	0.0649	-0.139	-0.3654	-0.1479	0.2412	0.0131	0.0595	-0.0059	-0.0188	0.005	0.0326	0.0411	-0.0055	-0.0246	0.2041	-0.0794	-0.0758	-0.0471	0.2739	0.122	-0.1481	-0.0061	-0.502	-0.0375	0.3241	-0.375147981199325	-0.0339	-0.0336	-0.1958	0.1002	0.0786	0.0211	-0.4909	-0.2857	0.0391	-0.4079	0.1277	-0.0409	-0.0895	-0.1176	0.0519	0.0222	-0.0286	-0.2719	0.3681	0.2937	0.1164	0.2457	-0.141	-0.002	-0.1246	-0.0073	-0.3083	-0.0764	-0.1962	0.0593	0.7906	0.0688	0.0774	0.072	-0.3649	0.8765	0.0435124136302767	0.2704	-0.0239
TSTD2	-0.3145	0.0159	-0.2666	0.2027	0.2141	-0.0446	-0.0408	-0.3155	-0.2145	-0.3136	-0.1133	0.0127	0.1803	-0.3777	-0.0093	-0.3568	-0.0271	0.0592	-0.0859	0.1127	0.1382	-0.3965	-0.1554	-0.054	0.1185	-0.0377	-0.149	-0.216	0.084	-0.2729	-0.0251	0.0025	-0.5224	-0.5369	0.0184	-0.3455	0.1272	-0.0695	0.085	-0.155	0.1016	-0.1479	-0.3515	0.0031	0.0572	-0.0059	-0.0188	0.005	0.0326	0.0178	-0.0042558423824696	-0.035	0.1862	-0.0794	-0.0983	-0.0471	0.2739	0.1201	-0.1393	-0.0174	-0.0181	-0.1885	0.3522	-0.4891	-0.0339	-0.0453	-0.1957	0.1023	0.0442	0.0267	-0.4909	0.0399	0.0357	-0.4143	0.1277	0.0996	-0.0895	-0.1182	0.0308	0.0222	-0.0286	-0.2719	-0.0325	0.289	0.1164	0.2614	-0.1752	-0.0189	-0.1536	-0.0417	-0.3136	-0.0764	-0.2056	-0.2252	0.2643	0.0688	0.0774	0.072	-0.3649	-0.3812	0.1955	0.2302	-0.0239
CXorf38	-0.3212	0.0092	0.0085	-0.1136	0.0161	0.0149	0.0034	-0.2311	0.02	0.0048	0.3878	0.0168	-0.1173	-0.0314	0.1034	-0.1611	0.0269	0.0059	-0.0021	0.0419	-0.2087	0.0142	0.0166	-0.2797	0.0735	0.0257	-0.028	0.0014	0.1053	-0.4402	-0.0019	0.0041	0.1787	-0.3373	0.0102	0.054	0.0113	-0.2548	0.0064	0.0148	0.0823	-0.0043	0.0462	0.0315	0.0456	-0.1166	0.0405	0.0105	0.0181	0.0186	-0.2676	0.1818	0.1996	-0.0702	-0.0277	-0.249	-0.392	-0.4291	0.0148	0.012	0.0668	0.1716	0.2718	0.0094	0.0106	0.18	0.0206	0.0201	0.0159	0.1262	0.0369	-0.0941	0.0311	-5e-04	0.0084	0.1393	0.0118	-0.0165	0.0111	0.0205	-0.0799	0.0141	0.0161285965598124	0.0155	-0.0667	0.0108	0.0026	0.0121	0.0764	0.0378	0.2681	0.0346	0.1247	-0.1137	0.0054	0.2581	0.017	0.012	0.3378	0.1432	-0.0055	0.0094	0.0072
TMTC2	-0.2984	-0.0036	0.0179	-0.1848	-0.3486	-0.0213	0.2005	-0.2999	-0.2094	-0.2862	0.1475	0.0086	-0.7753	0.1384	0.1563	-0.0186	0.1272	0.041	0.3077	-0.0387	0.14	-0.2703	0.159	-0.4388	-0.111	0.0529	0.3092	0.084	0.5376	0.0643	-0.1945	0.007	-0.0975	-0.1885	0.0219	0.2728	-0.5895	0.2364	0.1204	-0.1947	0.0674	0.3137	0.0894	-0.0475	-0.7844	0.0114	-0.4372	-0.0051	0.0203	-0.2971	0.0614	0.2348	-0.0685	-0.0721	0.222	-0.0445	0.0781	-0.3285	-0.1655	0.3026	0.2835	-0.0519	0.384199043701707	-0.1656	0.2803	-0.0659	-0.189	0.1489	-0.5901	0.0359	0.171	0.0417	0.0153	-0.4348	-0.3315	0.4426	-0.0473	0.3236	-0.2162	-0.2377	0.3386	-0.2766	0.0575	0.0221	0.0027	-0.3962	0.1951	-0.0299	-0.1244	-0.3969	-0.0369	0.1395	-0.0065	-0.021	-0.5467	0.2971	0.0637	0.0591	0.0348	0.749979383797409	-0.1889	-0.1207	-0.0216
PPTC7	0.1112	0.0215	0.0256	-0.2109	-0.3506	-0.0214	0.1077	-0.1408	-0.226	-0.2862	0.1475	0.0086	0.1542	0.1384	0.3421	-0.0059	0.1272	0.0806	0.2323	-0.047	0.14	-0.2458	0.1707	-0.4023	-0.111	0.0389	0.1823	0.0179	0.0968	-0.3045	0.1709	0.0022	-0.0677	-0.1923	0.0219	-0.1661	-0.5555	0.1998	0.0453	-0.1947	0.1246	0.2877	0.0327	-0.0222	-0.7183	0.0114	-0.353	-0.0045	0.0521	-0.306	-0.0031	-0.0678	-0.0963	-0.0721	0.2571	-0.0529	0.0339	-0.2812	-0.1655	0.26	0.2607	-0.0519	0.3355	-0.1609	0.2748	-0.0314	-0.1798	0.093	-0.2983	0.0286	0.1836	0.0415	0.0416	-0.4316	-0.3315	0.0719	-0.0503	0.2621	-0.2344	-0.2004	0.3613	-0.251	-0.0557	0.0034	-0.0013	-0.3706	0.1259	-0.0134	0.0027	-0.36	-0.0285	0.1457	0.0028	-0.021	-0.565	0.2959	0.0822	0.0702	0.0441	0.1293	-0.191	-0.179	-0.0226
DYX1C1	0.3908	0.0156	0.0224	0.1767	0.0236	-0.0564	0.1792	0.032	-0.41	-0.2953	0.1148	0.0115	-0.7731	0.2322	-0.2937	-0.0062	0.0564	0.0595	-0.0292	-0.0494	-0.1046	-0.4027	0.1818	-0.3817	-0.0958	-0.2784	-0.1185	0.02	0.0987	0.1769	-0.1768	0.0093	-0.0639	-0.2211	0.0235	-0.3401	0.1355	-0.1315	0.0955	-0.0222	0.1016	0.1372	-0.0387	-0.0092	-0.7646	-0.0104	-0.0712	0.0101	0.0238	-0.3003	0.0139	-0.2241	0.1312	0.0574	-0.5355	-0.0324	-0.2914	0.1261	-0.1553	-0.0123	-0.0302	-0.0471	-0.2959	-0.0736	-0.0392	0.3374	-0.2043	-0.1509	0.0723	0.0344	0.0432	-0.2841	-0.3124	0.117	-0.3192	-0.4524	-0.1542	0.1235	-0.2296	0.0753	-0.2464	-0.2784	-0.1406	0.017	-0.2566	-0.4982	0.3887	-1e-04	0.1249	-0.3636	-0.3035	-0.085	-0.1056	-0.0628	0.253	-0.2181	0.0698	0.571	-0.3495	-0.3973	-0.1841	-0.1444	-0.0254
FSIP1	-0.2791	0.0157	-0.371509555749866	-0.2073	-0.102534084972576	-0.0564	-0.0449	-0.2879	-0.41	-0.301	0.1249	0.0115	-0.7731	0.2322	-0.2937	-0.0062	0.0564	0.0595	0.007	-0.0494	-0.1046	-0.4082	0.1761	-0.3821	-0.0958	-0.2867	-0.0949	0.02	0.0862	-0.932	-0.1712	0.0093	-0.5679	-0.1497	0.0147	-0.3401	0.1355	-0.1131	0.1011	-0.0222	-0.3721	0.1372	-0.3522	-0.0162	-0.7646	-0.0089	-0.0712	0.0101	0.0238	-0.2957	0.0139	-0.2241	0.1312	-0.0784	-0.552	-0.2358	0.235969176155237	-0.3315	-0.1468	-0.0123	-0.0302	-0.0471	-0.2959	-0.0736	-0.0324	0.174272701122245	-0.2043	-0.1509	0.0723	0.0344	0.0377	-0.2841	-0.3124	0.117	-0.3192	-0.446	-0.1542	0.1235	-0.2296	0.0837	-0.2464	-0.2784	-0.1237	0.017	-0.2566	0.1877	0.4188	-1e-04	-0.2194	-0.3807	-0.3035	-0.085	-0.1056	-0.2061	0.253	-0.2181	0.0698	0.5637	-0.3495	-0.4547	-0.1841	-0.1444	-0.0254
ZFP1	-0.2964	-0.6616	0.016	0.2146	0.0019	-0.0224	-0.3137	-0.0208	0.4354	0.0946	0.1617	-0.4586	0.1917	-0.2072	-0.2842	-0.0023	-0.6327	-0.5962	-0.0978	-0.2348	0.1526	0.5182	0.8932	-0.3832	-0.0889	-0.0179	-0.6504	0.2154	-0.5059	0.1289	-0.1933	-0.6693	-0.4656	0.0085	-0.2339	-0.3385	-0.1777	0.2004	-0.3878	0.1044	0.1134	0.103	-0.3622	-0.3994	0.0976	0.0052	-0.0072	-0.0745	-0.4756	0.031	-0.0497	-0.9049	-0.0616	0.03	-0.5148	-0.0378	0.3485	-0.2884	-0.5876	-0.4281	-0.4973	-0.182	0.36	-0.4519	-0.0096	0.1765	-0.2116	-0.551	-0.5621	-0.3976	0.174	-0.2904	-0.3883	-0.4282	-0.3156	0.1078	-0.1627	0.1315	-0.0625	-0.2199	-0.2957	-0.2614	-0.5522	0.0156	-0.1186	0.473	-0.1749	-0.6911	-0.1539	-0.3669	-0.3096	-0.3289	-0.5005	-0.197	-0.5111	0.0945	-0.5003	-0.6988	0.355	-0.4632	-0.1979	-0.2309	-0.4174
C18orf54	-0.3201	-0.0042	0.0259	0.4595	0.2955	-0.0513	-0.3167	-0.1707	-0.2213	0.112	0.0466	0.012	0.1413	-0.3846	-0.1788	-0.1761	0.1571	0.0528	0.3088	0.0921	-0.3062	-0.3341	0.1757	-0.4042	-0.3731	-0.2707	0.2896	-0.2043	-0.5439	0.0784	0.1402	0.0139	0.8	-0.5854	-0.0952	-0.16	0.1469	-0.1737	-0.3824	-0.0587	-0.3983	0.1042	0.221	-0.0402	-0.7686	-0.0042	0.1265	7e-04	0.0174	0.0453	-0.0089	-0.4054	-0.0686	-0.0745	-0.1085	-0.2309	-0.299	0.0623	-0.1447	-0.4033	0.1494	-0.0546	0.0727	-0.0576	-0.0297	-0.2864	0.3423	-0.51	-0.5361	0.0431	0.181	0.0081	0.0335	-0.4193	-0.0195	0.0718	-0.1584	-0.4022	-0.2124	0.0041	-0.0381	0.3323	-0.3441	-0.2398	0.3149	-0.3974	-0.1201	-0.005	-0.4474	0.1574	-0.0118	-0.366	-0.4841	-0.176	0.2546	0.0617	0.0721	0.0748	0.3744	-0.0727	-0.1833	-0.1098	-0.0158
ZNF610	-0.3154	0.0073	1.2856	0.3457	-0.1673	-0.0476	-0.0786	0.0978	0.0555	-0.2596	0.1581	0.3504	0.1986	-0.0488	-0.2311	-0.0206	0.0534	0.0684	0.2286	0.1006	0.0671	0.0062	0.1852	-0.3862	-0.1204	-0.3341	0.1904	0.0963	0.1574	0.0372	-0.2026	-0.033	-0.0802584096369894	0.2337	0.0248	0.1137	-0.5461	-0.003	0.0726	-0.033	0.082	-0.1695	0.0875	0.3125	0.5206	-0.022	-0.0349	0.0141	0.0335	0.0286	0.5725	-0.0208	-0.0776	0.0537	-0.3596	0.105	-0.0061	0.1617	0.1446	-0.0522	0.034	0.0565	0.0399	0.1798	-0.0446	-0.0256	-0.2094	0.0791	-0.4797	0.0347	0.1578	-0.269	0.0779	0.1245	0.1894	0.0707	0.1119	0.067	0.0462	-0.1134	-0.0223	0.3405	0.1227	0.0088	0.1132	-0.3486	0.0963	-0.0077	-0.1924	0.1874	0.1998	0.0939	0.0104	-0.0962	-0.5349	-0.0345	0.0877	0.0353	0.2908	0.1235	0.2383	0.6716	-0.026
ZNF567	0.3826154941735	0.0073	-0.2075	0.1723	-0.1679	-0.0615	-0.084	0.0978	0.0726	-0.2781	0.1071	0.3272	0.1861	0.1199	-0.2311	-0.389	0.0534	0.0809	0.2018	0.1006	-0.1909	1.2577	0.179	-0.0838	-0.1204	1.2926	0.179	0.063	0.0879	0.0827	-0.2095	-0.0191	-0.0864	0.2225	0.0248	0.1137	-0.5652	-0.003	0.3774	-0.0455	0.104	-0.1695	0.0971	0.3083	0.0645	-0.022	-0.0349	0.0141	0.0089	0.0144	-0.3912	-0.0287	-0.444	0.1697	-0.2154	0.098	-0.0061	0.1384	0.1446	-0.0522	-0.0267	0.0609	0.0567	0.7892	-0.0446	-0.0339	0.1541	0.0893	-0.4289	0.0216	0.1498	0.0199	0.0735	0.1245	0.1894	0.0754	0.1068	0.067	0.0566	-0.1189	-0.0223	0.2734	0.0159	0.0088	0.1132	0.2605	0.0953	-0.0233	-0.0271537641938872	0.1998	-0.0609	-0.3297	0.0199	-0.0752	-0.5048	0.3959	0.074	0.0641	0.2741	0.0997	-0.1832	0.6716	-0.0169
EID2	0.1611	0.0073	-0.2075	0.1929	-0.1679	-0.0615	-0.093	0.0978	0.0726	-0.2781	0.1071	0.3272	0.1861	0.1199	-0.2311	-0.389	0.0534	0.0809	0.2018	0.1006	-0.1909	7e-04	0.179	-0.0788	-0.1204	1.2926	0.1492	0.063	0.0879	0.0183	-0.2095	-0.0191	-0.0864	0.2225	0.0248	0.1137	-0.5652	-0.003	0.1969	-0.0029	0.104	-0.1695	0.4897	0.3083	0.0645	-0.022	-0.0349	0.0141	0.0089	0.0186	-0.3912	-0.0287	-0.444	0.0527	-0.2154	0.098	-0.0061	0.1384	0.1446	-0.0522	-0.0267	0.0609	0.0567	0.5905	-0.0446	-0.0107	0.1541	0.0893	-0.4289	0.0216	0.1498	0.0199	0.0735	0.1245	0.1894	0.0754	0.1068	0.067	0.0566	-0.1189	-0.0223	0.3405	0.1388	0.0088	0.1132	0.2555	0.0953	-0.0233	-0.1797	0.1998	0.1711	0.0997	0.0199	-0.0752	-0.5048	-0.0345	0.074	0.0641	0.2741	0.0997	-0.1832	0.6716	-0.0169
LGI4	0.0014	0.0017	-0.1801	0.173	0.012	-0.0615	-0.0652	0.0978	0.0726	-0.2781	0.1071	0.3519	0.1801	0.1378	-0.2716	-0.389	0.0534	0.0809	0.2298	0.1076	-0.1937	1.2577	0.1825	0.5686	-0.1204	1.3261	0.179	0.0711	0.0879	0.0827	-0.2013	-0.0087	-0.0864	0.0629	0.0248	0.1137	-0.616	-0.003	0.4335	-0.0455	0.104	-0.1532	0.0971	0.3083	0.0645	-0.022	-0.0252	-0.0019	0.0308	0.0228	-0.4054	-0.0106	-0.444	0.0492	-0.2333	0.098	0.0134	0.1341	0.1715	-0.0181	-0.0267	0.0609	0.0567	0.6407	-0.0446	-0.0247	0.1343	0.0893	-0.4484	0.0324	0.168	0.0172	0.0514	0.1245	0.1894	0.0888	0.1068	0.067	0.0566	-0.1189	-0.0223	0.3476	-0.0024	0.0088	0.1132	0.2767	0.0953	0.0029	0.1308	0.1998	-0.0157	-0.3297	0.0209	-0.0752	-0.5356	0.4171	-0.477	0.0641	0.2992	0.1271	-0.1832	0.6716	-0.0169
CITED4	0.443	0.0133	0.0114	0.5007	0.0159	-0.0287	-0.0803	-0.0725	-0.2291	-0.2814	-0.1438	0.0139	0.7268	-0.0374	0.628	-0.0238	0.0275	-0.4745	0.2902	-0.2178	-0.1708	0.244	-0.1458	-0.0656	-0.1059	0.1227	-0.1911	-0.2211	0.1552	0.1366	0.1407	0.0087	-0.0578	0.4752	0.0198	0.4768	0.1489	0.0786	0.0525	0.1336	0.1232	-0.5348	-0.4003	0.0204	0.6769	-0.0102	-0.0537	0.0016	0.0252	0.0378	0.0041	-0.3872	0.2095	0.1823	-0.0691	-0.0548	0.2928	0.1398	-0.1549	-0.0157	0.3398	-0.0456	0.0558	-0.0711	-0.0465	-0.0266	0.1173	0.1155	-0.4812	0.0288	-0.4891	0.3021	0.0587	-0.0474	-0.3054	0.3892	-0.1059	-0.1509	-0.0747	0.1984	-0.2908	0.097	-0.2792	0.3457	-0.0047	-0.0095	0.1219	-0.0041	0.0493	-0.3447	-0.3159	-0.3512	-0.4608	-0.0402	0.313	0.0638	0.0773	0.6012	0.0414	-0.0755	0.1876	-0.1634	-0.0225
CNST	0.9462	0.9855	0.0196	0.4619	0.1901	0.7316	0.3748	0.287	0.3259	1.1172	0.7408	0.3555	0.63742345650539	0.671597313087577	0.3558	-0.0136	0.4678	-0.5297	0.759068167107684	0.4742	-0.1231	0.3594	-0.1479	0.1751	0.308462919824256	0.809	0.6219	0.2205	0.4641	0.7784	0.144	0.4154	0.4254	0.9877	0.2361	0.479	0.1398	-0.0684	0.549542840019097	0.2757	0.0607	0.7899	0.8571	-0.005	0.5973	0.3841	0.1563	0.081	0.6616	0.0322	0.5201	0.7048	0.4839	0.0397	0.8474	0.196	0.3272	0.8626	0.4217	0.27	0.3154	0.0716	0.6087	0.5724	0.5392	-0.0523	0.1404	0.1419	0.7899	0.3664	0.1684	0.5659	0.371	0.3561	0.6845	0.1033	0.2385	0.6313	0.1969	0.3661	0.5467	0.0565	0.6097	0.289	0.3951	0.2286	0.6679	0.7452	0.2237	0.8284	0.3892	0.2842	0.4495	0.1937	0.2658	0.1941	0.067	-0.7288	0.8184	0.2073	0.1563	0.2561	0.4974
UBXN2A	0.4101	0.0105	0.0266	-0.177	-0.006	-0.1156	-0.024	0.112	0.1442	-0.0277	-0.4202	0.0114	0.6752	0.1303	-0.0213	-0.0181	-0.0517	0.0509	-0.0606	0.1035	-0.1189	0.051	-0.1432	-0.0622	0.1226	0.1591	-0.1027	-0.2744	0.1047	0.1541	0.1376	0.0046	0.2053	0.5521	0.0206	-0.367	0.1345	-0.0462	-0.0872	0.0432	1.062	0.0761	0.0949	0.0018	-0.7659	-0.0027	-0.3138	-0.0017	0.034	0.2904	0.019	-0.0184	-0.0739	0.1568	-0.0989	0.1183	0.0428	0.4904	-0.1485	-0.0173	-0.0445	0.0711	0.0062	-0.08	-0.0294	-0.0446	0.1188	0.1475	0.0438	0.0347	0.1827	0.0416	0.0269	0.0536	-0.2954	0.4696	0.0321	-0.0999	0.0682	-0.2069	-0.0273	0.3467	-0.0952	0.0216	0.0078	0.2339	-0.1643	-0.0128	0.2938	0.1162	-0.017	-0.0437	-0.0449	-0.013	0.2857	0.0546	0.0643	0.0652	-0.2862	-0.0498	0.1955	-0.1484	-0.0231
RNF168	0.9133	-0.0133	0.0489	0.2561	0.0823	0.368	0.3089	0.0911	-0.1309	-0.0742	0.1668	0.0231	0.6484	0.2159	0.1741	0.282	0.1316	0.0797	-0.5476	0.1156	0.1949	0.095	0.1839	0.3241	0.1288	0.5016	0.2967	-0.1716	0.5084	0.1155	0.1808	0.0151	0.6313	0.0528	0.0412	0.4763	-0.5894	0.3304	0.0973	-0.023	0.1317	0.132	0.1856	-0.0035	0.5347	-0.001	0.1763	0.0193	0.0405	0.0496	0.3368	0.3152	0.1594	0.0696	-0.0262	0.2966	0.0602	-0.2564	-0.1758	-0.0141	0.0153	0.0919	0.0533	0.222	-0.0412	-0.0047	0.1557	0.1448	-0.5011	0.0267	0.1715	0.1831	0.0577	0.1233	-0.0395	0.7321	-0.1192	-0.1364	-0.2285	0.0154	-0.0226	0.0877	0.329	0.0228	-0.0998	0.8558	0.0824	-0.0246	0.1362	-0.054	0.4026	0.1091	0.1003	-0.1134	0.288	-0.0872	0.0633	0.072	0.5936	0.2017	0.1794	0.0775	-0.0124
