Feature	Gene	Type	Neighbor_inData	NumNeigh_inData
TOMM40L_mrna	TOMM40L	mrna	BHLHE40_prot;MAZ_prot	2
TOMM70A_mrna	TOMM70A	mrna	BOP1_prot	1
TOMM70A_prot	TOMM70A	prot	DHX9_prot;IRF3_prot;TRADD_prot	3
TOMM7_mrna	TOMM7	mrna	BHLHE40_prot	1
TOP2B_prot	TOP2B	prot	RUNX1_mrna;ESR1_prot;HDAC1_prot;HDAC2_prot;HDAC3_prot;MSH2_prot;MTA2_prot;PARP1_prot;RANBP2_prot;RBM14_prot;SFPQ_prot;SMARCA2_prot;SMARCA4_prot;SMARCC1_prot;SMARCC2_prot;SMARCD2_prot;SMARCE1_prot;TP53_prot;USF2_prot;XPC_prot;XRCC5_prot;XRCC6_prot	22
TOP3A_prot	TOP3A	prot	TKT_mrna;APITD1_prot;RAD21_prot;RPA1_prot;TERF2_prot	5
TOPORS_mrna	TOPORS	mrna	SAP30_prot;TP53_prot	2
TOX3_mrna	TOX3	mrna	BRF1_prot	1
TOX4_prot	TOX4	prot	ACP1_mrna;ARHGAP30_mrna;ATF1_mrna;BRAP_mrna;C2orf49_mrna;C5orf22_mrna;CDC5L_mrna;DCTN5_mrna;DCUN1D1_mrna;DICER1_mrna;FBXO38_mrna;GOPC_mrna;HMHA1_mrna;MAPKAP1_mrna;MCFD2_mrna;MRPL4_mrna;NCBP2_mrna;NCKAP1L_mrna;NFYC_mrna;NMD3_mrna;NOM1_mrna;NUP160_mrna;PPP1R7_mrna;PPP2R5D_mrna;PPP3CA_mrna;PSPC1_mrna;RABL3_mrna;RNF6_mrna;RNF7_mrna;SENP3_mrna;SNAP23_mrna;SRPX_mrna;STX3_mrna;THRAP3_mrna;TIPRL_mrna;XRCC4_mrna;ZCCHC4_mrna;ZFPL1_mrna;ZNF493_mrna;CREB1_prot;SF3B1_prot;SF3B2_prot;TERF2_prot	43
TP53BP1_prot	TP53BP1	prot	BRCA1_mrna;WDR6_mrna;ANAPC1_prot;ARID3A_prot;CDC16_prot;CDC27_prot;CUX1_prot;DEK_prot;DNAJC7_prot;EP300_prot;H2AFX_prot;HDAC4_prot;IFI16_prot;KPNA1_prot;KPNA3_prot;MCM6_prot;MTA2_prot;PAXIP1_prot;RPA1_prot;SAFB_prot;SMARCD1_prot;SPAG9_prot;TFDP1_prot;TP53_prot;XRCC5_prot;XRCC6_prot	26
TP53BP2_mrna	TP53BP2	mrna	TP53_prot	1
TP53I11_mrna	TP53I11	mrna	HDAC1_prot;TP53_prot	2
TP53INP1_mrna	TP53INP1	mrna	ATF1_prot;MAZ_prot;TP53_prot	3
TP53_prot	TP53	prot	ABCC2_mrna;ABCC3_mrna;ACLY_mrna;ADGRB2_mrna;AKT1_mrna;APAF1_mrna;AQP1_mrna;ATF3_mrna;BAK1_mrna;BAX_mrna;BDKRB2_mrna;BIRC5_mrna;BRCA1_mrna;BTG2_mrna;CARM1_mrna;CASP8_mrna;CCNB2_mrna;CDC14B_mrna;CDK2_mrna;CDK4_mrna;CDKN1B_mrna;CDX1_mrna;CFL1_mrna;CFLAR_mrna;CHEK2_mrna;CKM_mrna;COQ7_mrna;CX3CL1_mrna;CYFIP2_mrna;DDIT4_mrna;DGKA_mrna;DGKE_mrna;DKK1_mrna;DUSP1_mrna;E2F1_mrna;E2F3_mrna;E2F4_mrna;E2F7_mrna;EGR1_mrna;ETS2_mrna;FAS_mrna;FBLN1_mrna;FBLN2_mrna;FKBP3_mrna;FUS_mrna;GAS1_mrna;HGF_mrna;HMGN2_mrna;HSF1_mrna;IGFBP3_mrna;IL1B_mrna;KLF2_mrna;KLF6_mrna;LGALS3_mrna;LIG3_mrna;LSR_mrna;MET_mrna;MKI67_mrna;MMAB_mrna;MSH2_mrna;NFKB1_mrna;NKX3-1_mrna;NME1_mrna;NOL3_mrna;NOS2_mrna;P2RX6_mrna;PAX5_mrna;PCBP4_mrna;PCNA_mrna;PEG3_mrna;PHF23_mrna;PPP1R7_mrna;PPP2R4_mrna;PRODH_mrna;PSEN1_mrna;PTGS2_mrna;PTTG1_mrna;RAD51B_mrna;RASSF1_mrna;REEP5_mrna;S100A8_mrna;S100A9_mrna;SESN2_mrna;SMAD3_mrna;SMPD1_mrna;SMPD2_mrna;SMPD3_mrna;SSTR2_mrna;STX5_mrna;TCF7L2_mrna;TGFB1_mrna;TGM1_mrna;TK1_mrna;TNFRSF10A_mrna;TOPORS_mrna;TP53BP2_mrna;TP53I11_mrna;TP53INP1_mrna;TP63_mrna;TRIM22_mrna;UHRF1_mrna;UNC5B_mrna;VEGFA_mrna;XIAP_mrna;XPC_mrna;ABL1_prot;AR_prot;ARID1A_prot;ARID3A_prot;BHLHE40_prot;BRF1_prot;CCNA2_prot;CEBPB_prot;CFLAR_prot;CHD3_prot;CHD8_prot;COPS2_prot;COPS3_prot;COPS6_prot;CPSF1_prot;CREB1_prot;CREBBP_prot;CTBP1_prot;DDX17_prot;DDX5_prot;DNMT1_prot;DTL_prot;ECD_prot;ECT2_prot;EIF2AK2_prot;ELL_prot;EP300_prot;EP400_prot;ERCC3_prot;ESR1_prot;ETS1_prot;FBXO42_prot;FHL2_prot;FOXO3_prot;G3BP1_prot;GTF2H1_prot;H2AFX_prot;HDAC1_prot;HDAC2_prot;HDAC3_prot;HDAC5_prot;HEXIM1_prot;HMGA1_prot;HMGB1_prot;HOMER3_prot;IFI16_prot;IKBKB_prot;ING1_prot;ING5_prot;KAT5_prot;KPNA4_prot;LAMA4_prot;MED1_prot;MNAT1_prot;MSH2_prot;MTA2_prot;NCOA1_prot;NCOR1_prot;NFYA_prot;NFYB_prot;NOL3_prot;NPM1_prot;PARP1_prot;PDLIM7_prot;PIAS4_prot;PRKRA_prot;PRMT3_prot;PSMD11_prot;PSMD4_prot;RCHY1_prot;RFWD2_prot;RNF20_prot;RNF40_prot;RPA1_prot;SAFB_prot;SIRT1_prot;SIVA1_prot;SMAD2_prot;SMARCA4_prot;SMARCC1_prot;SMARCD1_prot;SMARCD2_prot;SP3_prot;STUB1_prot;TAF1_prot;TAF5L_prot;TAF6_prot;TAF9_prot;TBP_prot;TFAP2A_prot;TFAP2C_prot;TFAP4_prot;TFDP1_prot;TNFAIP3_prot;TOE1_prot;TOP2B_prot;TP53BP1_prot;TRIM24_prot;TRIM27_prot;TRIM28_prot;TRRAP_prot;TSG101_prot;UBE4B_prot;USO1_prot;VDR_prot;WDR48_prot;WDR5_prot;XPO1_prot;XRCC6_prot;YBX1_prot;YY1_prot;ZBTB2_prot;ZBTB7A_prot;ZMYND11_prot;ZNF148_prot;ZNF24_prot	221
TP63_mrna	TP63	mrna	DDX31_prot;HDAC2_prot;TP53_prot	3
TPCN1_mrna	TPCN1	mrna	DDX51_prot;H1FX_prot;TRIM5_prot	3
TPH1_mrna	TPH1	mrna	CEBPA_prot;CREB1_prot;NFYB_prot;TFAP2A_prot	4
TPI1_mrna	TPI1	mrna	HDAC2_prot;TAF6_prot	2
TPMT_mrna	TPMT	mrna	CDC5L_prot;RXRA_prot;SP3_prot	3
TPO_mrna	TPO	mrna	AR_prot;CREB1_prot;TFAP2A_prot;TTF2_prot	4
TPRKB_mrna	TPRKB	mrna	COPS3_prot;GTF3C3_prot;JUND_prot;KARS_prot;PSMD12_prot;RAD21_prot;SUGT1_prot	7
TPR_prot	TPR	prot	CUL4B_mrna;PKN2_mrna;PTGES2_mrna;SGOL2_mrna;VPS13B_mrna;ZCCHC7_mrna;ZNF326_mrna;CIRBP_prot;DDX1_prot;DDX3X_prot;EEF1B2_prot;GTF2E2_prot;IFI16_prot;NPM1_prot;RAD21_prot;SART3_prot;SFPQ_prot;TAF15_prot;THOC6_prot;TRIM29_prot;U2AF2_prot	21
TRADD_prot	TRADD	prot	ARPC4_mrna;ATAD3A_prot;BCL10_prot;CASP10_prot;CFLAR_prot;CLTC_prot;IKBKB_prot;PDLIM7_prot;RPS3_prot;TOMM70A_prot;ZMYND11_prot	11
TRAF1_mrna	TRAF1	mrna	RELA_prot	1
TRAF4_mrna	TRAF4	mrna	COPS7B_prot;MCM7_prot;NLE1_prot;PTBP1_prot;SMARCA4_prot;SMARCC1_prot;TCF3_prot;TRAF7_prot;WHSC1_prot	9
TRAF4_prot	TRAF4	prot	BUB1_mrna;CDK2_mrna;COPS7B_mrna;GTF3C2_mrna;KCNH2_mrna;KLHDC1_mrna;LMNB2_mrna;NLE1_mrna;PAICS_mrna;PDE4DIP_mrna;RANGAP1_mrna;SGK1_mrna;SMARCC1_mrna;XPO5_mrna;DTX3_prot;SARDH_prot;SMURF2_prot	17
TRAF7_prot	TRAF7	prot	BAK1_mrna;KLHDC1_mrna;TRAF4_mrna;TTYH3_mrna;ZDHHC12_mrna;FBXO28_prot;PIAS4_prot	7
TRAIP_mrna	TRAIP	mrna	CDC20_prot;HDAC1_prot;LIG1_prot;RPL26L1_prot	4
TRAK2_mrna	TRAK2	mrna	PTBP1_prot	1
TRAM1_mrna	TRAM1	mrna	CANX_prot;EML4_prot;PTBP1_prot;RAD21_prot;SHC1_prot;XRN2_prot;ZNF143_prot	7
TRAP1_mrna	TRAP1	mrna	FOXA1_prot;HDAC2_prot;RUVBL2_prot;TFAP2A_prot;TFAP2C_prot;ZNRD1_prot	6
TRAPPC2L_mrna	TRAPPC2L	mrna	AIP_prot;CIAO1_prot;COPE_prot;DDX31_prot;GSTO1_prot;MAZ_prot;MRPL23_prot;MRPS12_prot;SIVA1_prot;ZBTB7A_prot	10
TRAPPC2_mrna	TRAPPC2	mrna	EP300_prot	1
TRAPPC3_mrna	TRAPPC3	mrna	COPE_prot;DDX19A_prot;GSTO1_prot;POLR2E_prot;STAT5A_prot;TRIM27_prot;XRN2_prot	7
TRAPPC5_mrna	TRAPPC5	mrna	HDAC2_prot;NR2C2_prot	2
TRAPPC8_mrna	TRAPPC8	mrna	YY1_prot;ZNF143_prot	2
TRAPPC9_mrna	TRAPPC9	mrna	RAD21_prot;SMC3_prot	2
TRIAP1_mrna	TRIAP1	mrna	WDR3_prot	1
TRIM11_prot	TRIM11	prot	CRYBB3_mrna;GJC2_mrna;CLPB_prot;COL18A1_prot;CREB1_prot;PCBP4_prot;PSMD12_prot;PSMD7_prot;TRIM27_prot;TRIM29_prot	10
TRIM22_mrna	TRIM22	mrna	CREBBP_prot;EP300_prot;IRF1_prot;TP53_prot	4
TRIM23_mrna	TRIM23	mrna	CHD9_prot;FBXO28_prot;RC3H2_prot;SPAG9_prot;TAF9B_prot	5
TRIM24_prot	TRIM24	prot	CHST13_mrna;CNTROB_mrna;RPLP1_mrna;TBKBP1_mrna;AR_prot;CBX8_prot;CDC16_prot;ESR1_prot;HDAC1_prot;HDAC2_prot;NCOA1_prot;NONO_prot;RNF141_prot;RXRA_prot;SF3B1_prot;SF3B2_prot;TP53_prot;TRIM28_prot;TRIM33_prot	19
TRIM25_mrna	TRIM25	mrna	IRF1_prot	1
TRIM25_prot	TRIM25	prot	DDX58_mrna;DDX19B_prot;ESR1_prot;PSMD4_prot;ZFHX3_prot;ZNF24_prot	6
TRIM27_prot	TRIM27	prot	ACTR5_mrna;AHCY_mrna;BYSL_mrna;CBX4_mrna;CDK2_mrna;CDK4_mrna;DCTN5_mrna;EDC3_mrna;HSPD1_mrna;KLHDC1_mrna;METTL2A_mrna;MGAT2_mrna;NSMCE4A_mrna;PHF23_mrna;PPP1CA_mrna;PPP2R1B_mrna;PRMT1_mrna;RANGAP1_mrna;RBBP4_mrna;RCC1_mrna;RNF26_mrna;SENP3_mrna;SFT2D1_mrna;SMARCC1_mrna;SNRPB_mrna;TRAPPC3_mrna;UBE2I_mrna;WDR77_mrna;XPO5_mrna;CUL4B_prot;DNMT1_prot;GTF2F1_prot;HDAC1_prot;IKBKB_prot;NFYC_prot;PIAS3_prot;PIAS4_prot;RBX1_prot;TP53_prot;TRIM11_prot;TRIM29_prot;TRIM32_prot;ZNF417_prot	43
TRIM28_prot	TRIM28	prot	AHCY_mrna;BRD2_mrna;CBX4_mrna;CCT3_mrna;CLGN_mrna;DOPEY1_mrna;E2F3_mrna;E2F4_mrna;EIF4G1_mrna;FUCA1_mrna;GALT_mrna;IWS1_mrna;MCM3_mrna;NCL_mrna;NFE2L2_mrna;NLE1_mrna;NME1-NME2_mrna;NOB1_mrna;NSMCE4A_mrna;PA2G4_mrna;PCBP2_mrna;POMZP3_mrna;PPM1G_mrna;PRMT1_mrna;PSMD3_mrna;RANGAP1_mrna;RNF26_mrna;SMARCC1_mrna;SUMO2_mrna;TCEB1_mrna;THOC1_mrna;TWIST1_mrna;WDSUB1_mrna;CBX8_prot;CEBPB_prot;CHD3_prot;CIAO1_prot;CREBBP_prot;DNMT1_prot;DNMT3A_prot;E2F4_prot;ESR1_prot;H2AFX_prot;HDAC1_prot;HDAC10_prot;HDAC2_prot;HDAC3_prot;HDAC5_prot;IRF1_prot;LARP7_prot;MCM5_prot;MTA2_prot;NCOR1_prot;NPM1_prot;NR2C2_prot;PARP1_prot;POLR2E_prot;PSMD4_prot;RUVBL2_prot;SIRT1_prot;SMARCA4_prot;SMARCC1_prot;SPG7_prot;TFE3_prot;TP53_prot;TRIM24_prot;TRIM33_prot;WIZ_prot;WRNIP1_prot;ZNF460_prot;ZNF552_prot	71
TRIM29_prot	TRIM29	prot	KRT17_mrna;DDX19B_prot;FXR2_prot;KAT5_prot;PARP1_prot;POLR2E_prot;TPR_prot;TRIM11_prot;TRIM27_prot	9
TRIM32_mrna	TRIM32	mrna	TFAP2C_prot	1
TRIM32_prot	TRIM32	prot	PIAS3_prot;RXRA_prot;TRIM27_prot;TRIM5_prot	4
TRIM33_prot	TRIM33	prot	ASXL2_mrna;BBX_mrna;CASD1_mrna;CCDC88A_mrna;CDC73_mrna;CSNK1A1_mrna;EIF4ENIF1_mrna;EPS15_mrna;ETNK1_mrna;NLK_mrna;NUDCD3_mrna;PPP3R1_mrna;RAB22A_mrna;RHOT1_mrna;RLF_mrna;TMED10_mrna;TMF1_mrna;ZCCHC7_mrna;ANAPC1_prot;CBX8_prot;CCNA2_prot;CDC16_prot;CDC20_prot;CDC27_prot;HDAC1_prot;HDAC2_prot;NCOR1_prot;RUNX1_prot;SMAD2_prot;SMAD4_prot;SSBP2_prot;SSRP1_prot;TCF3_prot;TCF4_prot;TRIM24_prot;TRIM28_prot	36
TRIM36_mrna	TRIM36	mrna	EP300_prot;TIA1_prot	2
TRIM3_prot	TRIM3	prot	ATP8B1_mrna;E2F4_mrna;ERCC4_mrna;KLC3_mrna;KLHDC4_mrna;OGFOD2_mrna;PSEN1_mrna;RPL14_mrna;SCAMP4_mrna;SPAG17_mrna;SPIRE1_mrna;YWHAE_mrna;HGS_prot;TNFAIP3_prot	14
TRIM4_mrna	TRIM4	mrna	MRPS12_prot	1
TRIM5_prot	TRIM5	prot	ABCC8_mrna;AMDHD2_mrna;CAPZB_mrna;CNTROB_mrna;DDX51_mrna;FOLR2_mrna;LAYN_mrna;MBD6_mrna;MPPE1_mrna;MRFAP1_mrna;MYO18A_mrna;PAX5_mrna;ROCK1_mrna;SCIN_mrna;SLC1A2_mrna;SSBP3_mrna;STAB2_mrna;STX5_mrna;SUV420H2_mrna;TMCC1_mrna;TPCN1_mrna;ZDHHC1_mrna;ZNF286A_mrna;CREB1_prot;MNAT1_prot;PCBD1_prot;PSMD7_prot;TNFAIP3_prot;TRIM32_prot	29
TRIM68_mrna	TRIM68	mrna	JUND_prot	1
TRIM8_mrna	TRIM8	mrna	DHX15_prot;MBD1_prot;NSMAF_prot;RXRB_prot;TFE3_prot;UBTF_prot	6
TRIM9_mrna	TRIM9	mrna	CEBPB_prot	1
TRIOBP_mrna	TRIOBP	mrna	SP2_prot	1
TRIOBP_prot	TRIOBP	prot	UPF3B_mrna;GTF2H1_prot	2
TRIP4_mrna	TRIP4	mrna	HDAC2_prot;MAZ_prot	2
TRMT10A_mrna	TRMT10A	mrna	ESR1_prot	1
TRMT13_mrna	TRMT13	mrna	EZH2_prot;ZBTB7A_prot	2
TRMT1_prot	TRMT1	prot	ACD_mrna;AHCY_mrna;APRT_mrna;CCT3_mrna;CENPM_mrna;GMDS_mrna;LAS1L_mrna;LMNB2_mrna;MRTO4_mrna;NLE1_mrna;NME1-NME2_mrna;NOB1_mrna;PA2G4_mrna;PPM1G_mrna;RAN_mrna;RCC1_mrna;RUVBL2_mrna;SNRPB_mrna;SNRPD1_mrna;TMEM183A_mrna;XPO5_mrna;YARS_mrna;EPRS_prot;HDAC3_prot;KARS_prot;SAMHD1_prot;XRCC5_prot;ZNF598_prot	28
TRMT61B_mrna	TRMT61B	mrna	CHD2_prot;MAZ_prot;NR2C2_prot	3
TROVE2_mrna	TROVE2	mrna	PHF8_prot	1
TRRAP_prot	TRRAP	prot	CDC20_prot;DMAP1_prot;E2F4_prot;EP400_prot;ESR1_prot;ING1_prot;KAT5_prot;MED1_prot;MED23_prot;MSH2_prot;NPM1_prot;OFD1_prot;RUVBL1_prot;RUVBL2_prot;TAF2_prot;TAF4_prot;TAF5L_prot;TAF6_prot;TAF6L_prot;TAF9_prot;TAF9B_prot;TCF3_prot;TP53_prot;VDR_prot;ZNF148_prot	25
TRUB2_mrna	TRUB2	mrna	MRPS12_prot;WDR18_prot	2
TSC1_mrna	TSC1	mrna	AR_prot;TAF1_prot	2
TSC22D2_mrna	TSC22D2	mrna	KPNA4_prot	1
TSC22D3_prot	TSC22D3	prot	FOXO1_mrna;FOXO4_mrna;HDAC1_prot;HDAC2_prot;JUN_prot;MTA2_prot;NFKB2_prot	7
TSFM_mrna	TSFM	mrna	GRSF1_prot	1
TSG101_mrna	TSG101	mrna	MAZ_prot;TTF2_prot	2
TSG101_prot	TSG101	prot	AATF_prot;AR_prot;COPE_prot;COPS6_prot;DMAP1_prot;DNMT1_prot;EIF4B_prot;EP300_prot;HGS_prot;JUN_prot;LARP1_prot;NFKB2_prot;NONO_prot;PABPC4_prot;SFPQ_prot;SMARCC2_prot;TP53_prot;WDR12_prot;XPO1_prot	19
TSNAX_mrna	TSNAX	mrna	ELK1_prot	1
TSPAN4_mrna	TSPAN4	mrna	IRF1_prot;JUND_prot;SHC1_prot	3
TSPYL1_mrna	TSPYL1	mrna	ELK1_prot	1
TSPYL2_mrna	TSPYL2	mrna	YY1_prot	1
TSSC4_mrna	TSSC4	mrna	HDAC1_prot;NR2C2_prot	2
TSSK3_mrna	TSSK3	mrna	EP400_prot;PHIP_prot;TTC28_prot	3
TSSK6_mrna	TSSK6	mrna	ADARB1_prot;GTF2F1_prot;PWWP2B_prot	3
TSTD2_mrna	TSTD2	mrna	FOXA1_prot	1
TTC13_mrna	TTC13	mrna	E2F4_prot;EHMT1_prot;ETS1_prot;FKBP5_prot;IGHMBP2_prot;KLC3_prot;KRT7_prot;LMO7_prot;SF3B2_prot;ZNF143_prot	10
TTC13_prot	TTC13	prot	ADK_mrna;ARHGAP30_mrna;ARR3_mrna;ATP6V0D2_mrna;BAIAP2_mrna;CD80_mrna;CHERP_mrna;CLCNKB_mrna;CNR2_mrna;DNAJA4_mrna;E2F4_mrna;EPHB1_mrna;EPSTI1_mrna;FHAD1_mrna;FHIT_mrna;GRPR_mrna;HBB_mrna;IL17D_mrna;JAK1_mrna;KIF5A_mrna;KLC3_mrna;LMF1_mrna;N6AMT1_mrna;NETO2_mrna;OR51E1_mrna;PDE5A_mrna;PDZRN3_mrna;PEG10_mrna;PIP5K1B_mrna;PLXDC1_mrna;RAB28_mrna;RBM12B_mrna;RGS13_mrna;SFT2D1_mrna;SIAE_mrna;SLAMF6_mrna;SLC34A3_mrna;SPAG17_mrna;SRCAP_mrna;ST3GAL3_mrna;STEAP3_mrna;SVEP1_mrna;TMC2_mrna;WNT6_mrna;XDH_mrna	45
TTC17_mrna	TTC17	mrna	CHD2_prot;GTF2F1_prot	2
TTC1_prot	TTC1	prot	FH_mrna;SLC25A46_mrna;CUL4B_prot	3
TTC25_mrna	TTC25	mrna	HDAC1_prot;HDAC2_prot	2
TTC27_mrna	TTC27	mrna	ANAPC1_prot;CEBPB_prot;CSTF1_prot;EPRS_prot;KARS_prot;NARS2_prot;POLE4_prot;RBM28_prot;SUGT1_prot;TEX10_prot;WDR12_prot	11
TTC28_prot	TTC28	prot	ABCC3_mrna;ABCC8_mrna;AMDHD2_mrna;C3orf58_mrna;CAPZB_mrna;CNTROB_mrna;DDX51_mrna;FOLR2_mrna;GFER_mrna;GMDS_mrna;GPLD1_mrna;KLC3_mrna;MBD6_mrna;MPPE1_mrna;MRFAP1_mrna;MYCN_mrna;MYO18A_mrna;NCF1_mrna;POLL_mrna;ROCK1_mrna;SCIN_mrna;SCRN3_mrna;SCUBE1_mrna;SETD8_mrna;SHANK2_mrna;SLC1A2_mrna;SSBP3_mrna;STAB2_mrna;STX5_mrna;TMCC1_mrna;TSSK3_mrna;ZNF286A_mrna;ZNF414_mrna;ZNF491_mrna	34
TTC30A_mrna	TTC30A	mrna	ESR1_prot;FBXL18_prot	2
TTC30B_mrna	TTC30B	mrna	NR2F2_prot	1
TTC7A_mrna	TTC7A	mrna	TBP_prot;YY1_prot	2
TTC8_prot	TTC8	prot	CDC16_prot	1
TTF2_mrna	TTF2	mrna	ANKRD17_prot;ATAD2_prot;CBLL1_prot;CCNA2_prot;DTL_prot;ECT2_prot;HBP1_prot;NCAPG_prot;SEH1L_prot;WDHD1_prot	10
TTF2_prot	TTF2	prot	ACTL6A_mrna;ANKRD17_mrna;BUB1_mrna;CENPH_mrna;DDX18_mrna;ECT2_mrna;EIF3M_mrna;FBXO5_mrna;GEN1_mrna;HELLS_mrna;HNRNPA2B1_mrna;KIF14_mrna;PLK4_mrna;PTGES2_mrna;RAD18_mrna;SGOL2_mrna;TPO_mrna;TSG101_mrna;WDHD1_mrna;ZBTB47_mrna;CDC5L_prot;CLPB_prot;DR1_prot;HDAC11_prot;HDAC7_prot;SIRT3_prot;TFAP4_prot	27
TTLL11_mrna	TTLL11	mrna	DDX31_prot;ESR1_prot;RUVBL2_prot;TAF6L_prot	4
TTLL5_mrna	TTLL5	mrna	CEBPB_prot	1
TTPAL_mrna	TTPAL	mrna	RAD21_prot	1
TTYH3_mrna	TTYH3	mrna	TRAF7_prot	1
TUBA1A_mrna	TUBA1A	mrna	DHX15_prot;MAZ_prot;SMARCA4_prot;XPNPEP1_prot;ZBTB20_prot	5
TUBA1B_mrna	TUBA1B	mrna	FOXO1_prot;TP53_prot	2
TUBA1C_mrna	TUBA1C	mrna	ESR1_prot;SFPQ_prot;ZDHHC17_prot	3
TUBB3_mrna	TUBB3	mrna	H2AFX_prot;PATZ1_prot;XPNPEP1_prot	3
TUBB4B_mrna	TUBB4B	mrna	TAF1_prot	1
TUFM_mrna	TUFM	mrna	CCNT2_prot;KARS_prot;MRPS12_prot;TAF6_prot;WDR77_prot	5
TULP3_mrna	TULP3	mrna	MAZ_prot	1
TVP23C-CDRT4_mrna	TVP23C-CDRT4	mrna	CHD2_prot;YY1_prot;ZNF143_prot	3
TWIST1_mrna	TWIST1	mrna	EZH2_prot;HDAC2_prot;HMGA1_prot;RELA_prot;TRIM28_prot;ZNF143_prot	6
TWISTNB_mrna	TWISTNB	mrna	FBXO28_prot;NSMAF_prot;RAD21_prot;RNGTT_prot;WDR3_prot	5
TXNDC12_mrna	TXNDC12	mrna	BUB3_prot;DDX51_prot;DHX37_prot;DUS3L_prot;ILF3_prot;ING1_prot;PWP1_prot;RAE1_prot;RBM12_prot;RBM19_prot;RC3H2_prot;SFPQ_prot;SYNCRIP_prot;WDR18_prot	14
TXNDC15_mrna	TXNDC15	mrna	PHF8_prot	1
TXNDC17_mrna	TXNDC17	mrna	ALG1_prot;ARPC1A_prot;ASPH_prot;CIAO1_prot;COPE_prot;MRPS12_prot;MTX1_prot;NONO_prot;RNPEP_prot	9
TXNIP_mrna	TXNIP	mrna	CFLAR_prot;FOXO1_prot;FOXO3_prot;HDAC1_prot;HDAC10_prot;MED23_prot;SMC3_prot;ZBTB7A_prot	8
TXNL4A_mrna	TXNL4A	mrna	CTNND1_prot;HDAC2_prot;RAD21_prot;ZBTB7A_prot	4
TYW1_mrna	TYW1	mrna	CEBPB_prot	1
TYW5_mrna	TYW5	mrna	E2F4_prot;EHMT1_prot	2
U2AF1_mrna	U2AF1	mrna	CHD2_prot;RAD21_prot	2
U2AF2_prot	U2AF2	prot	OTUB1_mrna;OTUD5_mrna;ZDHHC12_mrna;CDC5L_prot;DDX17_prot;DDX3X_prot;DDX5_prot;DHX15_prot;ESR1_prot;HEXIM1_prot;KHDRBS1_prot;LARP7_prot;NONO_prot;PRPF19_prot;PRPF6_prot;PUF60_prot;RBM10_prot;RBM39_prot;RBM5_prot;SAFB_prot;SF3A2_prot;SF3B1_prot;SF3B2_prot;SFPQ_prot;SMAD2_prot;SMAD5_prot;SYNCRIP_prot;TBP_prot;TCERG1_prot;TERF2_prot;THOC6_prot;TPR_prot	32
UACA_prot	UACA	prot	ATP8B1_mrna;BAP1_mrna;DCTN5_mrna;DDX59_mrna;DLGAP4_mrna;FAM63A_mrna;GORASP2_mrna;HSF1_mrna;MCM3AP_mrna;MEX3C_mrna;PPP5C_mrna;PVR_mrna;RANGAP1_mrna;SAAL1_mrna;SLC20A2_mrna;SLC22A3_mrna;THADA_mrna;XPO5_mrna;ZNF160_mrna;ANKRD28_prot;NFKBIE_prot;REL_prot	22
UBA2_mrna	UBA2	mrna	NLE1_prot;TCERG1_prot;ZNF146_prot	3
UBALD1_mrna	UBALD1	mrna	ZBTB7A_prot	1
UBC_mrna	UBC	mrna	SP3_prot	1
UBE2C_mrna	UBE2C	mrna	CCNA2_prot;CCNB1_prot;CDC20_prot;DTL_prot;EEF1E1_prot;H2AFX_prot;MCM3_prot;MCM4_prot;MCM7_prot;MED1_prot;NASP_prot;NCAPD3_prot;NLE1_prot;PA2G4_prot;RUVBL1_prot;RUVBL2_prot;SMARCC1_prot;SNRPB2_prot;SSRP1_prot;WHSC1_prot	20
UBE2E3_mrna	UBE2E3	mrna	ETS1_prot;SMARCC1_prot;ZNF143_prot	3
UBE2G1_mrna	UBE2G1	mrna	COPS3_prot;ETS1_prot;TAF1_prot;TBP_prot	4
UBE2H_mrna	UBE2H	mrna	CREBBP_prot;MBNL2_prot;ZBTB20_prot;ZNF638_prot	4
UBE2I_mrna	UBE2I	mrna	AIP_prot;ATF1_prot;BUB3_prot;COPE_prot;CREB1_prot;ELF1_prot;FUS_prot;GTF2F1_prot;IRF1_prot;MAZ_prot;MCM4_prot;NONO_prot;POLR2E_prot;PRPF4_prot;PTBP1_prot;RAE1_prot;RBBP4_prot;SMARCA4_prot;TRIM27_prot;WHSC1_prot;ZBTB20_prot;ZNF207_prot	22
UBE2O_mrna	UBE2O	mrna	PHF8_prot;ZBTB7A_prot	2
UBE2W_mrna	UBE2W	mrna	EP300_prot	1
UBE2Z_mrna	UBE2Z	mrna	BHLHE40_prot;HGS_prot;NFYB_prot;ZBTB7A_prot	4
UBE3A_mrna	UBE3A	mrna	AR_prot;ESR1_prot;YY1_prot	3
UBE3B_mrna	UBE3B	mrna	WDR6_prot	1
UBE4B_prot	UBE4B	prot	C5orf22_mrna;KIAA0430_mrna;MAPKAP1_mrna;CDC27_prot;DNAJC7_prot;HDLBP_prot;RBM12_prot;SF3B4_prot;TP53_prot;XPC_prot	10
UBFD1_mrna	UBFD1	mrna	AP2B1_prot;CEBPB_prot;FOSL2_prot;FOXA1_prot	4
UBL7_mrna	UBL7	mrna	EDC4_prot;PSMD4_prot;RUVBL2_prot;SIVA1_prot;WDR18_prot	5
UBOX5_prot	UBOX5	prot	EP400_mrna	1
UBQLN1_mrna	UBQLN1	mrna	JUN_prot;JUND_prot;NR2C2_prot	3
